Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,8CESK0LV,IUSRULWE,MEALYT7M,MTU6F5AX,YMM2RB8W
katE,katE,catalase HPII,4,4,1.0,2,367,,,,2130,2130,2130.0,GCDEOBMB_05063,DBBBBKPJ_00098,INHMNHHN_03094,,FNCGEDBI_01426
group_369,,glycosyl hydrolase,4,4,1.0,2,355,,,,2151,2151,2151.0,GCDEOBMB_05048,DBBBBKPJ_00084,INHMNHHN_03108,,FNCGEDBI_01440
glgB,glgB,14-alpha-glucan branching protein GlgB,4,4,1.0,2,341,,,,2199,2199,2199.0,GCDEOBMB_05056,DBBBBKPJ_00091,INHMNHHN_03101,,FNCGEDBI_01433
group_348,,hypothetical protein,4,4,1.0,2,326,,,,285,285,285.0,GCDEOBMB_00132,,INHMNHHN_05094,PDFLHPBO_05977,FNCGEDBI_04854
group_339,,hypothetical protein,4,4,1.0,2,316,,,,288,288,288.0,GCDEOBMB_05068,DBBBBKPJ_00103,INHMNHHN_03089,,FNCGEDBI_01421
group_317,,iron transport outer membrane receptor,4,4,1.0,2,285,,,,2301,2301,2301.0,GCDEOBMB_00960,DBBBBKPJ_03507,,PDFLHPBO_00988,FNCGEDBI_03895
group_302,,hypothetical protein,4,4,1.0,2,262,,,,294,294,294.0,GCDEOBMB_01633,DBBBBKPJ_04537,INHMNHHN_03946,,FNCGEDBI_01094
mdtC,mdtC,Multidrug resistance protein MdtC,4,4,1.0,2,247,,,,2403,2403,2403.0,GCDEOBMB_06292,DBBBBKPJ_00005,INHMNHHN_03197,,FNCGEDBI_05735
glgP,glgP,glycogen phosphorylase,4,4,1.0,2,233,,,,2439,2439,2439.0,GCDEOBMB_05067,DBBBBKPJ_00102,INHMNHHN_03090,,FNCGEDBI_01422
group_271,,multifunctional non-homologous end joining protein LigD,4,4,1.0,2,207,,,,2523,2523,2523.0,GCDEOBMB_05074,DBBBBKPJ_00109,INHMNHHN_03083,,FNCGEDBI_01415
group_263,,hypothetical protein,4,4,1.0,2,197,,,,306,306,306.0,GCDEOBMB_05047,DBBBBKPJ_00083,INHMNHHN_03109,,FNCGEDBI_01441
group_252,,hypothetical protein,4,4,1.0,2,181,,,,2625,2625,2625.0,GCDEOBMB_00201,,INHMNHHN_04538,PDFLHPBO_06244,FNCGEDBI_04806
hcnA_2,hcnA_2,hydrogen cyanide synthase subunit HcnA,4,4,1.0,2,142,,,,315,315,315.0,GCDEOBMB_05022,DBBBBKPJ_00055,INHMNHHN_03138,,FNCGEDBI_01478
group_225,,malto-oligosyltrehalose synthase,4,4,1.0,2,139,,,,2781,2781,2781.0,GCDEOBMB_05046,DBBBBKPJ_00082,INHMNHHN_03110,,FNCGEDBI_01442
group_204,,hypothetical protein,4,4,1.0,2,112,,,,2892,2892,2892.0,GCDEOBMB_00185,,INHMNHHN_05146,PDFLHPBO_06030,FNCGEDBI_04822
kdpB_1,kdpB_1,Potassium-transporting ATPase ATP-binding subunit,4,4,1.0,2,106,,,,2955,2955,2955.0,GCDEOBMB_00230,,INHMNHHN_04630,PDFLHPBO_04431,FNCGEDBI_04773
yjcH_2,yjcH_2,Inner membrane protein YjcH,4,4,1.0,2,89,,,,324,324,324.0,GCDEOBMB_06227,DBBBBKPJ_00021,INHMNHHN_03172,,FNCGEDBI_05751
group_163,,hypothetical protein,4,4,1.0,2,55,,,,3270,3270,3270.0,GCDEOBMB_05136,DBBBBKPJ_05215,INHMNHHN_04945,,FNCGEDBI_03669
group_159,,trehalose synthase,4,4,1.0,2,51,,,,3303,3303,3303.0,GCDEOBMB_05057,DBBBBKPJ_00092,INHMNHHN_03100,,FNCGEDBI_01432
group_154,,hypothetical protein,4,4,1.0,2,41,,,,3513,3513,3513.0,GCDEOBMB_01627,DBBBBKPJ_04531,INHMNHHN_03940,,FNCGEDBI_01100
group_107,,ABC transporter,4,4,1.0,1,174,,,,831,831,831.0,GCDEOBMB_05337,,INHMNHHN_05516,PDFLHPBO_02399,FNCGEDBI_04428
group_89,,ABC transporter permease,4,4,1.0,1,144,,,,699,699,699.0,GCDEOBMB_05336,,INHMNHHN_05517,PDFLHPBO_02398,FNCGEDBI_04429
group_72,,ABC transporter permease,4,4,1.0,1,121,,,,705,705,705.0,GCDEOBMB_05335,,INHMNHHN_05518,PDFLHPBO_02397,FNCGEDBI_04430
group_70,,hypothetical protein,4,4,1.0,1,118,,,,222,222,222.0,GCDEOBMB_00033,DBBBBKPJ_01055,INHMNHHN_00839,,FNCGEDBI_01906
group_62,,iron/ascorbate oxidoreductase,4,4,1.0,1,106,,,,1005,1005,1005.0,GCDEOBMB_05333,,INHMNHHN_05520,PDFLHPBO_02395,FNCGEDBI_04432
group_58,,short-chain dehydrogenase,4,4,1.0,1,99,,,,717,717,717.0,GCDEOBMB_03702,,INHMNHHN_05549,PDFLHPBO_02366,FNCGEDBI_04461
group_12,,ABC transporter ATP-binding protein,4,4,1.0,1,15,,,,744,744,744.0,GCDEOBMB_05334,,INHMNHHN_05519,PDFLHPBO_02396,FNCGEDBI_04431
group_4925,,IS21 family transposase ISPst3,3,3,1.0,51,2,,,,306,804,638.0,GCDEOBMB_04285,,INHMNHHN_06231,PDFLHPBO_05623,
group_4924,,hypothetical protein,3,3,1.0,51,1,,,,1149,1509,1389.0,GCDEOBMB_04286,,INHMNHHN_06232,PDFLHPBO_05622,
group_4923,,IS3 family transposase IS222,3,3,1.0,49,1,,,,309,309,309.0,,DBBBBKPJ_05091,,PDFLHPBO_02718,FNCGEDBI_02199
group_4915,,IS3 family transposase IS222,3,3,1.0,42,1,,,,822,822,822.0,,1_refound_25,,PDFLHPBO_06249,FNCGEDBI_02198
group_4899,,IS3 family transposase ISPa32,3,3,1.0,35,1,,,,264,264,264.0,,DBBBBKPJ_06288,,PDFLHPBO_02211,FNCGEDBI_05764
hcpB_1,hcpB_1,secreted protein Hcp,3,3,1.0,30,1,,,,519,519,519.0,0_refound_2,DBBBBKPJ_05060,INHMNHHN_04947,,
phzG1~~~phzG2,phzG1;phzG2,pyridoxamine 5'-phosphate oxidase,3,3,1.0,20,59,,,,234,648,510.0,GCDEOBMB_06420,,INHMNHHN_00291,,FNCGEDBI_06247
group_4769,,hypothetical protein,3,3,1.0,18,64,,,,423,423,423.0,GCDEOBMB_04856,,INHMNHHN_05222,,FNCGEDBI_04957
group_4526,,hypothetical protein,3,3,1.0,12,143,,,,468,468,468.0,GCDEOBMB_05718,,,PDFLHPBO_05790,FNCGEDBI_05931
group_4474,pvdF,pyoverdine synthetase F,3,3,1.0,12,74,,,,828,828,828.0,GCDEOBMB_03246,,,PDFLHPBO_05761,FNCGEDBI_05843
group_4368,,hypothetical protein,3,3,1.0,11,158,,,,1203,1203,1203.0,,,INHMNHHN_01013,PDFLHPBO_01876,FNCGEDBI_03265
group_4254,,hypothetical protein,3,3,1.0,10,167,,,,987,987,987.0,,,INHMNHHN_05800,PDFLHPBO_01528,FNCGEDBI_05481
capD,capD,UDP-glucose 4-epimerase,3,3,1.0,10,149,,,,756,1035,942.0,GCDEOBMB_03068,DBBBBKPJ_00422,,PDFLHPBO_03825,
wbjC,wbjC,UDP-2-acetamido-26-beta-L-arabino-hexul-4-ose reductase,3,3,1.0,10,148,,,,1119,1122,1120.0,GCDEOBMB_03069,DBBBBKPJ_00423,,PDFLHPBO_03826,
wecB~~~wbpI,wecB;wbpI,UDP-N-acetylglucosamine 2-epimerase;UDP-23-diacetamido-23-dideoxy-D-glucuronate 2-epimeras,3,3,1.0,10,146,,,,618,1131,960.0,GCDEOBMB_03070,DBBBBKPJ_00424,,PDFLHPBO_03827,
rutB_3,rutB_3,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,3,3,1.0,10,117,,,,573,573,573.0,,,INHMNHHN_05799,PDFLHPBO_01527,FNCGEDBI_05480
group_4230,wbpL,glycosyltransferase WbpL,3,3,1.0,10,111,,,,1020,1026,1024.0,GCDEOBMB_03073,DBBBBKPJ_00427,,PDFLHPBO_03830,
oprB_2,oprB_2;,porin B;glucose-sensitive porin,3,3,1.0,10,77,,,,201,1365,599.0,GCDEOBMB_03038,,,PDFLHPBO_04039,FNCGEDBI_05628
group_4206,,transcriptional regulator,3,3,1.0,10,72,,,,444,444,444.0,,,INHMNHHN_05798,PDFLHPBO_01526,FNCGEDBI_05479
group_4055,,transporter protein AmiS,3,3,1.0,9,48,,,,519,519,519.0,,,INHMNHHN_00480,PDFLHPBO_03075,FNCGEDBI_00558
group_3966,,transposase,3,3,1.0,6,104,,,,702,702,702.0,GCDEOBMB_02441,,INHMNHHN_04169,PDFLHPBO_05200,
group_3964,,hypothetical protein,3,3,1.0,6,100,,,,915,915,915.0,GCDEOBMB_02375,,,PDFLHPBO_05643,FNCGEDBI_03108
group_3958,,hypothetical protein,3,3,1.0,6,92,,,,132,132,132.0,GCDEOBMB_02436,,INHMNHHN_04164,PDFLHPBO_02679,
group_3909,,hypothetical protein,3,3,1.0,6,27,,,,948,948,948.0,GCDEOBMB_02376,,,PDFLHPBO_05642,FNCGEDBI_03109
group_3897,,3-oxoacyl-ACP synthase,3,3,1.0,6,10,,,,1038,1038,1038.0,GCDEOBMB_02377,,,PDFLHPBO_05641,FNCGEDBI_03110
group_3896,,hypothetical protein;transposase,3,3,1.0,6,9,,,,168,279,242.0,GCDEOBMB_02439,DBBBBKPJ_05575,INHMNHHN_04167,,
group_3785,,hypothetical protein,3,3,1.0,5,964,,,,375,375,375.0,,,INHMNHHN_03250,PDFLHPBO_00294,FNCGEDBI_02375
exoS,exoS,exoenzyme S,3,3,1.0,5,961,,,,1362,1362,1362.0,,,INHMNHHN_04023,PDFLHPBO_01409,FNCGEDBI_00032
group_3760,,hypothetical protein,3,3,1.0,5,924,,,,126,165,145.5,,1_refound_26,,PDFLHPBO_00123,FNCGEDBI_02492
group_3734,,pili assembly chaperone,3,3,1.0,5,889,,,,669,669,669.0,,,INHMNHHN_03293,PDFLHPBO_00197,FNCGEDBI_02418
group_3705,,hypothetical protein,3,3,1.0,5,852,,,,972,972,972.0,,DBBBBKPJ_05281,,PDFLHPBO_00271,FNCGEDBI_02001
group_3693,,hypothetical protein,3,3,1.0,5,832,,,,414,414,414.0,,DBBBBKPJ_05305,,PDFLHPBO_00246,FNCGEDBI_02026
group_3685,,hypothetical protein,3,3,1.0,5,819,,,,417,417,417.0,,DBBBBKPJ_05277,,PDFLHPBO_00275,FNCGEDBI_01997
group_3633,,hypothetical protein,3,3,1.0,5,738,,,,1008,1008,1008.0,,,INHMNHHN_03292,PDFLHPBO_00198,FNCGEDBI_02417
group_3628,,hypothetical protein,3,3,1.0,5,727,,,,189,189,189.0,,DBBBBKPJ_05290,,PDFLHPBO_00262,FNCGEDBI_02010
group_3606,,hypothetical protein,3,3,1.0,5,695,,,,1581,1581,1581.0,,DBBBBKPJ_05286,,PDFLHPBO_00266,FNCGEDBI_02006
group_3590,,hypothetical protein,3,3,1.0,5,671,,,,450,450,450.0,,DBBBBKPJ_05296,,PDFLHPBO_00256,FNCGEDBI_02016
group_3563,,hypothetical protein,3,3,1.0,5,629,,,,1653,1653,1653.0,,DBBBBKPJ_05287,,PDFLHPBO_00265,FNCGEDBI_02007
group_3535,,hypothetical protein,3,3,1.0,5,591,,,,753,753,753.0,,DBBBBKPJ_05309,,PDFLHPBO_00242,FNCGEDBI_02030
group_3532,,hypothetical protein,3,3,1.0,5,588,,,,471,471,471.0,,DBBBBKPJ_05294,,PDFLHPBO_00258,FNCGEDBI_02014
group_3517,,hypothetical protein,3,3,1.0,5,565,,,,474,474,474.0,,DBBBBKPJ_05276,,PDFLHPBO_00276,FNCGEDBI_01996
group_3491,,hypothetical protein,3,3,1.0,5,526,,,,1083,1083,1083.0,,,INHMNHHN_03291,PDFLHPBO_00199,FNCGEDBI_02416
group_3468,,hypothetical protein,3,3,1.0,5,494,,,,225,225,225.0,GCDEOBMB_01410,DBBBBKPJ_05262,,,FNCGEDBI_00050
group_3466,,hypothetical protein,3,3,1.0,5,491,,,,357,357,357.0,,DBBBBKPJ_05312,,PDFLHPBO_00238,FNCGEDBI_02034
group_3461,,hypothetical protein,3,3,1.0,5,485,,,,285,288,287.0,GCDEOBMB_01409,DBBBBKPJ_05263,,,FNCGEDBI_00051
group_3459,,hypothetical protein,3,3,1.0,5,481,,,,495,498,497.0,,DBBBBKPJ_05273,,PDFLHPBO_00279,FNCGEDBI_01993
group_3458,,hypothetical protein,3,3,1.0,5,480,,,,435,435,435.0,,DBBBBKPJ_05311,,PDFLHPBO_00239,FNCGEDBI_02033
group_3443,,hypothetical protein,3,3,1.0,5,454,,,,924,924,924.0,GCDEOBMB_01403,DBBBBKPJ_05270,,,FNCGEDBI_00058
group_3440,,hypothetical protein,3,3,1.0,5,449,,,,501,501,501.0,,DBBBBKPJ_05289,,PDFLHPBO_00263,FNCGEDBI_02009
group_3437,,hypothetical protein,3,3,1.0,5,445,,,,957,960,958.0,GCDEOBMB_01402,DBBBBKPJ_05271,,,FNCGEDBI_00059
group_3419,,hypothetical protein,3,3,1.0,5,422,,,,243,243,243.0,,DBBBBKPJ_05292,,PDFLHPBO_00260,FNCGEDBI_02012
group_3407,,hypothetical protein,3,3,1.0,5,405,,,,342,441,408.0,,DBBBBKPJ_05279,,PDFLHPBO_00273,FNCGEDBI_01999
group_3402,,hypothetical protein,3,3,1.0,5,399,,,,468,468,468.0,,DBBBBKPJ_05284,,PDFLHPBO_00268,FNCGEDBI_02004
group_3398,,hypothetical protein,3,3,1.0,5,395,,,,6603,6720,6681.0,GCDEOBMB_01363,,,PDFLHPBO_01403,FNCGEDBI_00038
group_3393,,hypothetical protein,3,3,1.0,5,386,,,,282,282,282.0,,DBBBBKPJ_05301,,PDFLHPBO_00251,FNCGEDBI_02021
group_3377,,hypothetical protein,3,3,1.0,5,365,,,,255,255,255.0,,DBBBBKPJ_05291,,PDFLHPBO_00261,FNCGEDBI_02011
group_3363,,hypothetical protein,3,3,1.0,5,345,,,,270,270,270.0,,DBBBBKPJ_05299,,PDFLHPBO_00253,FNCGEDBI_02019
group_3356,,hypothetical protein,3,3,1.0,5,335,,,,117,117,117.0,,DBBBBKPJ_05306,,PDFLHPBO_00245,FNCGEDBI_02027
group_3355,,hypothetical protein,3,3,1.0,5,334,,,,168,168,168.0,,DBBBBKPJ_05278,,PDFLHPBO_00274,FNCGEDBI_01998
group_3350,,hypothetical protein,3,3,1.0,5,328,,,,402,408,404.0,,DBBBBKPJ_05297,,PDFLHPBO_00255,FNCGEDBI_02017
group_3347,,hypothetical protein,3,3,1.0,5,325,,,,348,348,348.0,,DBBBBKPJ_05295,,PDFLHPBO_00257,FNCGEDBI_02015
group_3346,,hypothetical protein,3,3,1.0,5,324,,,,417,417,417.0,,DBBBBKPJ_05293,,PDFLHPBO_00259,FNCGEDBI_02013
group_3345,,hypothetical protein,3,3,1.0,5,323,,,,180,186,184.0,,DBBBBKPJ_05275,,PDFLHPBO_00277,FNCGEDBI_01995
group_3303,,hypothetical protein,3,3,1.0,5,261,,,,2070,2073,2072.0,,DBBBBKPJ_05310,,PDFLHPBO_00241,FNCGEDBI_02031
group_3302,,hypothetical protein,3,3,1.0,5,260,,,,636,666,646.0,,DBBBBKPJ_05308,,PDFLHPBO_00243,FNCGEDBI_02029
group_3271,,hypothetical protein,3,3,1.0,5,219,,,,222,225,224.0,,DBBBBKPJ_05282,,PDFLHPBO_00270,FNCGEDBI_02002
group_3270,,hypothetical protein,3,3,1.0,5,218,,,,915,915,915.0,,DBBBBKPJ_05280,,PDFLHPBO_00272,FNCGEDBI_02000
group_3258,,hypothetical protein,3,3,1.0,5,193,,,,336,336,336.0,,DBBBBKPJ_00311,INHMNHHN_03367,,FNCGEDBI_02493
group_3256,,hypothetical protein,3,3,1.0,5,191,,,,297,297,297.0,,DBBBBKPJ_05298,,PDFLHPBO_00254,FNCGEDBI_02018
group_3228,,hypothetical protein,3,3,1.0,5,149,,,,1287,1287,1287.0,,DBBBBKPJ_05285,,PDFLHPBO_00267,FNCGEDBI_02005
group_3223,,hypothetical protein,3,3,1.0,5,142,,,,504,504,504.0,,DBBBBKPJ_05288,,PDFLHPBO_00264,FNCGEDBI_02008
group_3209,,hypothetical protein,3,3,1.0,5,122,,,,312,312,312.0,,DBBBBKPJ_05304,,PDFLHPBO_00247,FNCGEDBI_02025
group_3198,,hypothetical protein,3,3,1.0,5,107,,,,351,351,351.0,GCDEOBMB_01362,,,PDFLHPBO_01402,FNCGEDBI_00039
group_3187,,hypothetical protein,3,3,1.0,5,90,,,,309,309,309.0,,DBBBBKPJ_05302,,PDFLHPBO_00250,FNCGEDBI_02022
group_3183,,hypothetical protein,3,3,1.0,5,85,,,,207,207,207.0,,DBBBBKPJ_05300,,PDFLHPBO_00252,FNCGEDBI_02020
group_3122,,hypothetical protein,3,3,1.0,2,4437,,,,342,342,342.0,GCDEOBMB_00219,,INHMNHHN_06116,PDFLHPBO_04419,
group_3120,,hypothetical protein,3,3,1.0,2,4434,,,,345,345,345.0,,DBBBBKPJ_02131,INHMNHHN_05022,,FNCGEDBI_03802
merT_2,merT_2,Mercuric transport protein MerT,3,3,1.0,2,4411,,,,351,351,351.0,GCDEOBMB_04304,DBBBBKPJ_05371,INHMNHHN_03187,,
group_3099,,hypothetical protein,3,3,1.0,2,4404,,,,354,354,354.0,,DBBBBKPJ_02138,INHMNHHN_05029,,FNCGEDBI_03810
group_3098,,hypothetical protein,3,3,1.0,2,4401,,,,354,354,354.0,GCDEOBMB_00223,,INHMNHHN_06120,PDFLHPBO_04423,
group_3097,,hypothetical protein,3,3,1.0,2,4400,,,,357,357,357.0,,,INHMNHHN_03802,PDFLHPBO_00912,FNCGEDBI_02144
group_3061,,hypothetical protein,3,3,1.0,2,4358,,,,369,369,369.0,GCDEOBMB_00129,,INHMNHHN_05091,PDFLHPBO_06272,
group_3057,,hypothetical protein,3,3,1.0,2,4354,,,,372,372,372.0,GCDEOBMB_04283,DBBBBKPJ_05376,,PDFLHPBO_00658,
group_3019,,hypothetical protein,3,3,1.0,2,4307,,,,387,387,387.0,GCDEOBMB_06343,DBBBBKPJ_03228,,PDFLHPBO_02456,
cueR_1,cueR_1,protein CueR,3,3,1.0,2,4274,,,,399,399,399.0,GCDEOBMB_04305,DBBBBKPJ_05372,INHMNHHN_03186,,
group_2984,,hypothetical protein,3,3,1.0,2,4261,,,,402,402,402.0,GCDEOBMB_00169,,INHMNHHN_05131,PDFLHPBO_06014,
group_2969,,hypothetical protein,3,3,1.0,2,4237,,,,411,411,411.0,GCDEOBMB_04300,DBBBBKPJ_05367,INHMNHHN_03191,,
hrp1_1,hrp1_1,Hypoxic response protein 1,3,3,1.0,2,4234,,,,414,414,414.0,,DBBBBKPJ_00057,INHMNHHN_03136,,FNCGEDBI_01476
group_2942,,arsenate reductase,3,3,1.0,2,4201,,,,423,423,423.0,GCDEOBMB_00212,,INHMNHHN_06109,PDFLHPBO_06099,
group_2941,,transcriptional regulator,3,3,1.0,2,4200,,,,423,423,423.0,GCDEOBMB_00170,,INHMNHHN_05132,PDFLHPBO_06015,
group_2936,,hypothetical protein,3,3,1.0,2,4194,,,,426,426,426.0,GCDEOBMB_02465,DBBBBKPJ_01694,,PDFLHPBO_04466,
soxR_1,soxR_1,redox-sensitive transcriptional activator SoxR,3,3,1.0,2,4190,,,,426,426,426.0,GCDEOBMB_00171,,2_refound_28,PDFLHPBO_06016,
group_2912,,hypothetical protein,3,3,1.0,2,4158,,,,441,441,441.0,,DBBBBKPJ_02122,INHMNHHN_05013,,FNCGEDBI_03793
zntR,zntR,HTH-type transcriptional regulator ZntR,3,3,1.0,2,4114,,,,453,453,453.0,GCDEOBMB_00146,,INHMNHHN_05108,PDFLHPBO_05991,
group_2874,,hypothetical protein,3,3,1.0,2,4100,,,,462,462,462.0,,DBBBBKPJ_02141,INHMNHHN_05031,,FNCGEDBI_03812
group_2859,,hypothetical protein,3,3,1.0,2,4077,,,,465,465,465.0,GCDEOBMB_00172,,INHMNHHN_05133,PDFLHPBO_06017,
group_2787,,hypothetical protein,3,3,1.0,2,3967,,,,498,498,498.0,GCDEOBMB_00160,,INHMNHHN_05122,PDFLHPBO_06005,
group_2784,,hypothetical protein,3,3,1.0,2,3963,,,,501,501,501.0,GCDEOBMB_04282,DBBBBKPJ_05377,,PDFLHPBO_00657,
group_2783,,hypothetical protein,3,3,1.0,2,3962,,,,501,501,501.0,GCDEOBMB_00244,,INHMNHHN_06190,,FNCGEDBI_04759
group_2781,,hypothetical protein,3,3,1.0,2,3960,,,,501,501,501.0,GCDEOBMB_00198,,INHMNHHN_04535,,FNCGEDBI_04809
arsC_1,arsC_1,low molecular weight phosphatase,3,3,1.0,2,3880,,,,531,531,531.0,GCDEOBMB_00210,,INHMNHHN_06107,PDFLHPBO_06101,
aaaT,aaaT,L-amino acid N-acetyltransferase AaaT,3,3,1.0,2,3877,,,,534,534,534.0,,DBBBBKPJ_01627,INHMNHHN_01241,PDFLHPBO_03631,
group_2719,,hypothetical protein,3,3,1.0,2,3866,,,,537,537,537.0,,DBBBBKPJ_02134,INHMNHHN_05025,,FNCGEDBI_03805
group_2700,,hypothetical protein,3,3,1.0,2,3835,,,,546,546,546.0,GCDEOBMB_00247,DBBBBKPJ_03771,,,FNCGEDBI_04755
group_2698,,hypothetical protein,3,3,1.0,2,3833,,,,549,549,549.0,,,INHMNHHN_03558,PDFLHPBO_04581,FNCGEDBI_06116
group_2680,,DNA invertase,3,3,1.0,2,3809,,,,558,558,558.0,GCDEOBMB_04284,DBBBBKPJ_05375,,PDFLHPBO_00659,
group_2670,,transcriptional regulator,3,3,1.0,2,3796,,,,561,561,561.0,GCDEOBMB_03937,DBBBBKPJ_00685,,,FNCGEDBI_00948
group_2667,,hypothetical protein,3,3,1.0,2,3792,,,,561,561,561.0,GCDEOBMB_00238,,INHMNHHN_06184,,FNCGEDBI_04765
group_2645,,hypothetical protein,3,3,1.0,2,3755,,,,579,579,579.0,GCDEOBMB_00208,,INHMNHHN_06105,PDFLHPBO_06103,
yecD,yecD,Isochorismatase family protein YecD,3,3,1.0,2,3717,,,,594,594,594.0,,DBBBBKPJ_03853,INHMNHHN_04378,PDFLHPBO_03740,
group_2612,,hypothetical protein,3,3,1.0,2,3707,,,,594,594,594.0,GCDEOBMB_00253,DBBBBKPJ_03777,,,FNCGEDBI_04749
group_2592,,hypothetical protein,3,3,1.0,2,3679,,,,603,603,603.0,GCDEOBMB_00205,,INHMNHHN_06102,PDFLHPBO_06106,
group_2591,,hypothetical protein,3,3,1.0,2,3678,,,,603,603,603.0,GCDEOBMB_00149,,INHMNHHN_05111,PDFLHPBO_05994,
group_2588,,hypothetical protein,3,3,1.0,2,3675,,,,606,606,606.0,,,INHMNHHN_03797,PDFLHPBO_00907,FNCGEDBI_02149
lemA_1,lemA_1,Protein LemA,3,3,1.0,2,3645,,,,612,612,612.0,GCDEOBMB_00162,,INHMNHHN_05124,PDFLHPBO_06007,
group_2521,,hypothetical protein,3,3,1.0,2,3565,,,,633,633,633.0,GCDEOBMB_00251,DBBBBKPJ_03775,,,FNCGEDBI_04751
group_2491,,hypothetical protein,3,3,1.0,2,3520,,,,645,645,645.0,GCDEOBMB_00207,,INHMNHHN_06104,PDFLHPBO_06104,
group_2490,,hypothetical protein,3,3,1.0,2,3519,,,,645,645,645.0,GCDEOBMB_00156,,INHMNHHN_05118,PDFLHPBO_06001,
group_2484,,hypothetical protein,3,3,1.0,2,3510,,,,648,648,648.0,GCDEOBMB_03740,,INHMNHHN_05982,PDFLHPBO_04404,
group_2476,,hypothetical protein,3,3,1.0,2,3500,,,,651,651,651.0,GCDEOBMB_00167,,INHMNHHN_05129,PDFLHPBO_06012,
group_2473,,transcriptional regulator,3,3,1.0,2,3495,,,,657,657,657.0,,DBBBBKPJ_03855,INHMNHHN_04380,PDFLHPBO_03738,
group_2465,,hypothetical protein,3,3,1.0,2,3483,,,,660,660,660.0,GCDEOBMB_01892,,INHMNHHN_01505,,FNCGEDBI_00883
group_2451,,hypothetical protein,3,3,1.0,2,3463,,,,669,669,669.0,GCDEOBMB_05231,DBBBBKPJ_06251,,,FNCGEDBI_06286
group_2413,,hypothetical protein,3,3,1.0,2,3409,,,,690,690,690.0,GCDEOBMB_00221,,INHMNHHN_06118,PDFLHPBO_04421,
group_2395,,hypothetical protein,3,3,1.0,2,3379,,,,702,702,702.0,,DBBBBKPJ_02142,INHMNHHN_05032,,FNCGEDBI_03813
group_2357,,hypothetical protein,3,4,1.3333333333333333,2,3324,,,,309,1410,1035.0,GCDEOBMB_05232,DBBBBKPJ_06252;DBBBBKPJ_05314,,,FNCGEDBI_06287
group_2344,,hypothetical protein,3,3,1.0,2,3306,,,,726,726,726.0,GCDEOBMB_00254,DBBBBKPJ_03778,,,FNCGEDBI_04748
group_2343,,hypothetical protein,3,3,1.0,2,3305,,,,726,726,726.0,GCDEOBMB_00206,,INHMNHHN_06103,PDFLHPBO_06105,
group_2338,,hypothetical protein,3,3,1.0,2,3300,,,,729,729,729.0,GCDEOBMB_06282,,INHMNHHN_00205,PDFLHPBO_04153,
group_2337,,hypothetical protein,3,3,1.0,2,3297,,,,729,729,729.0,GCDEOBMB_03742,,INHMNHHN_05984,PDFLHPBO_04406,
group_2334,,hypothetical protein,3,3,1.0,2,3293,,,,729,729,729.0,GCDEOBMB_01885,,INHMNHHN_01512,,FNCGEDBI_00876
arsH_1,arsH_1,NADPH-dependent FMN reductase ArsH,3,3,1.0,2,3262,,,,738,738,738.0,GCDEOBMB_00213,,INHMNHHN_06110,PDFLHPBO_06098,
group_2305,,hypothetical protein,3,3,1.0,2,3251,,,,744,744,744.0,GCDEOBMB_06279,,INHMNHHN_00208,PDFLHPBO_04156,
group_2296,,hypothetical protein,3,3,1.0,2,3233,,,,747,747,747.0,GCDEOBMB_00243,,INHMNHHN_06189,,FNCGEDBI_04760
group_2197,,ABC transporter permease,3,3,1.0,2,3079,,,,798,798,798.0,,,INHMNHHN_04984,PDFLHPBO_03153,FNCGEDBI_05357
group_2193,,enoyl-CoA hydratase,3,3,1.0,2,3072,,,,798,798,798.0,GCDEOBMB_03936,DBBBBKPJ_00684,,,FNCGEDBI_00949
group_2162,,hypothetical protein,3,3,1.0,2,3025,,,,813,813,813.0,GCDEOBMB_00224,,INHMNHHN_06121,PDFLHPBO_04424,
group_2148,,hypothetical protein,3,3,1.0,2,3007,,,,822,822,822.0,,DBBBBKPJ_02144,INHMNHHN_05034,,FNCGEDBI_03815
group_2134,,trans-aconitate 2-methyltransferase,3,3,1.0,2,2984,,,,828,828,828.0,GCDEOBMB_02466,DBBBBKPJ_01695,,PDFLHPBO_04467,
group_2127,,short-chain dehydrogenase,3,3,1.0,2,2971,,,,831,831,831.0,GCDEOBMB_00150,,INHMNHHN_05112,PDFLHPBO_05995,
group_2091,,ISNCY family transposase ISBcen27,3,3,1.0,2,2908,,,,858,858,858.0,GCDEOBMB_03739,,INHMNHHN_05981,PDFLHPBO_04403,
group_2077,,Polyphosphate:ADP phosphotransferase,3,3,1.0,2,2889,,,,864,864,864.0,GCDEOBMB_00165,,INHMNHHN_05127,PDFLHPBO_06010,
soj_1,soj_1,Sporulation initiation inhibitor protein Soj,3,3,1.0,2,2858,,,,876,876,876.0,GCDEOBMB_00241,,INHMNHHN_06187,,FNCGEDBI_04762
group_2042,,alpha/beta hydrolase,3,3,1.0,2,2832,,,,885,885,885.0,GCDEOBMB_03935,DBBBBKPJ_00683,,,FNCGEDBI_00950
