locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJBIBFBA_04487	CDS	243				hypothetical protein
AJBIBFBA_04488	CDS	465	slyB		COG3133	Outer membrane lipoprotein SlyB
AJBIBFBA_04489	CDS	2802	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
AJBIBFBA_04490	CDS	339	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
AJBIBFBA_04491	CDS	1500	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
AJBIBFBA_04492	CDS	525	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
AJBIBFBA_04493	CDS	270	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
AJBIBFBA_04494	CDS	348	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
AJBIBFBA_04495	CDS	906				hypothetical protein
AJBIBFBA_04496	CDS	1098	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
AJBIBFBA_04497	CDS	522				hypothetical protein
AJBIBFBA_04498	CDS	252				hypothetical protein
AJBIBFBA_04499	CDS	666				hypothetical protein
AJBIBFBA_04500	CDS	399				hypothetical protein
AJBIBFBA_04501	CDS	600				hypothetical protein
AJBIBFBA_04502	CDS	915	dmlR_16			HTH-type transcriptional regulator DmlR
AJBIBFBA_04503	CDS	1842	htpG_2			Chaperone protein HtpG
AJBIBFBA_04504	CDS	2295				hypothetical protein
AJBIBFBA_04505	CDS	702	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AJBIBFBA_04506	CDS	768	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AJBIBFBA_04507	CDS	1254				hypothetical protein
AJBIBFBA_04508	CDS	924	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AJBIBFBA_04509	CDS	1122	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
AJBIBFBA_04510	CDS	318				hypothetical protein
AJBIBFBA_04511	CDS	363				hypothetical protein
AJBIBFBA_04512	CDS	408	flgB		COG1815	Flagellar basal body rod protein FlgB
AJBIBFBA_04513	CDS	441	flgC		COG1558	Flagellar basal-body rod protein FlgC
AJBIBFBA_04514	CDS	714	flgD		COG1843	Basal-body rod modification protein FlgD
AJBIBFBA_04515	CDS	1389	flgE		COG1749	Flagellar hook protein FlgE
AJBIBFBA_04516	CDS	750	flgF		COG4787	Flagellar basal-body rod protein FlgF
AJBIBFBA_04517	CDS	786	flgG		COG4786	Flagellar basal-body rod protein FlgG
AJBIBFBA_04518	CDS	696	flgH			Flagellar L-ring protein
AJBIBFBA_04519	CDS	1110	flgI			Flagellar P-ring protein
AJBIBFBA_04520	CDS	1203				hypothetical protein
AJBIBFBA_04521	CDS	2049				hypothetical protein
AJBIBFBA_04522	CDS	1302				hypothetical protein
AJBIBFBA_04523	CDS	1137	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
AJBIBFBA_04524	CDS	225				hypothetical protein
AJBIBFBA_04525	CDS	1041	fabH_2	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
AJBIBFBA_04526	CDS	768	gno_2	1.1.1.-		Gluconate 5-dehydrogenase
AJBIBFBA_04527	CDS	633	perB	2.3.1.227	COG0110	GDP-perosamine N-acetyltransferase
AJBIBFBA_04528	CDS	1131		1.14.13.239		Carnitine monooxygenase oxygenase subunit
AJBIBFBA_04529	CDS	615	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
AJBIBFBA_04530	CDS	1149				hypothetical protein
AJBIBFBA_04531	CDS	3507				hypothetical protein
AJBIBFBA_04532	CDS	1164	fliC			A-type flagellin
AJBIBFBA_04533	CDS	387				hypothetical protein
AJBIBFBA_04534	CDS	1437	fliD		COG1345	B-type flagellar hook-associated protein 2
AJBIBFBA_04535	CDS	399	fliS_1		COG1516	Flagellar secretion chaperone FliS
AJBIBFBA_04536	CDS	381	fliS_2		COG1516	Flagellar secretion chaperone FliS
AJBIBFBA_04537	CDS	294				hypothetical protein
AJBIBFBA_04538	CDS	1473	atoC_1		COG2204	Regulatory protein AtoC
AJBIBFBA_04539	CDS	1209	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
AJBIBFBA_04540	CDS	1416	atoC_2		COG2204	Regulatory protein AtoC
AJBIBFBA_04541	CDS	330	fliE		COG1677	Flagellar hook-basal body complex protein FliE
AJBIBFBA_04542	CDS	1797				hypothetical protein
AJBIBFBA_04543	CDS	1017	fliG		COG1536	Flagellar motor switch protein FliG
AJBIBFBA_04544	CDS	807				hypothetical protein
AJBIBFBA_04545	CDS	1356	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
AJBIBFBA_04546	CDS	444	fliJ		COG2882	Flagellar FliJ protein
AJBIBFBA_04547	CDS	714				hypothetical protein
AJBIBFBA_04548	CDS	1197				hypothetical protein
AJBIBFBA_04549	CDS	1158	ydhC			Inner membrane transport protein YdhC
AJBIBFBA_04550	CDS	780	nimR_8			HTH-type transcriptional regulator NimR
AJBIBFBA_04551	CDS	711	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
AJBIBFBA_04552	CDS	624				hypothetical protein
AJBIBFBA_04553	CDS	1149	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
AJBIBFBA_04554	CDS	222			COG4628	DNA-binding protein
AJBIBFBA_04555	CDS	192				hypothetical protein
AJBIBFBA_04556	CDS	1767		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
AJBIBFBA_04557	CDS	336				hypothetical protein
AJBIBFBA_04558	CDS	2325	mdoB_2	2.7.8.20		Phosphoglycerol transferase I
AJBIBFBA_04559	CDS	840	cvfB		COG2996	Conserved virulence factor B
AJBIBFBA_04560	CDS	375				hypothetical protein
AJBIBFBA_04561	CDS	555				hypothetical protein
AJBIBFBA_04562	CDS	507	pal_8			Peptidoglycan-associated lipoprotein
AJBIBFBA_04563	CDS	1308	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
AJBIBFBA_04564	CDS	573				hypothetical protein
AJBIBFBA_04565	CDS	540	def_1	3.5.1.88	COG0242	Peptide deformylase
AJBIBFBA_04566	CDS	321				hypothetical protein
AJBIBFBA_04567	CDS	1497	dgt_2	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
AJBIBFBA_04568	CDS	753	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacylase
AJBIBFBA_04569	CDS	588				hypothetical protein
AJBIBFBA_04570	CDS	990	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
AJBIBFBA_04571	CDS	912	pgrR_7			HTH-type transcriptional regulator PgrR
AJBIBFBA_04572	CDS	408	fosA	2.5.1.18	COG0346	Glutathione transferase FosA
AJBIBFBA_04573	CDS	978				hypothetical protein
AJBIBFBA_04574	CDS	1269	tetA			Tetracycline resistance protein, class C
AJBIBFBA_04575	CDS	780				hypothetical protein
AJBIBFBA_04576	CDS	351				hypothetical protein
AJBIBFBA_04577	CDS	414				hypothetical protein
AJBIBFBA_04578	CDS	876	hchA	3.1.2.-		Protein/nucleic acid deglycase HchA
AJBIBFBA_04579	CDS	789	rpaR		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
AJBIBFBA_04580	CDS	1017	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
AJBIBFBA_04581	CDS	876	dmlR_17			HTH-type transcriptional regulator DmlR
AJBIBFBA_04582	CDS	849				hypothetical protein
AJBIBFBA_04583	CDS	837	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
AJBIBFBA_04584	CDS	903	argP_4			HTH-type transcriptional regulator ArgP
AJBIBFBA_04585	CDS	717	phnR_3		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
AJBIBFBA_04586	CDS	654	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
AJBIBFBA_04587	CDS	1335	uhpC		COG2271	Membrane sensor protein UhpC
AJBIBFBA_04588	CDS	903	argP_5			HTH-type transcriptional regulator ArgP
AJBIBFBA_04589	CDS	1182	dhaT_3	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
AJBIBFBA_04590	CDS	1491				hypothetical protein
AJBIBFBA_04591	CDS	1917	eta	2.4.2.36		Exotoxin A
AJBIBFBA_04592	CDS	369				hypothetical protein
AJBIBFBA_04593	CDS	2301				hypothetical protein
AJBIBFBA_04594	CDS	555				hypothetical protein
AJBIBFBA_04595	CDS	1149				hypothetical protein
AJBIBFBA_04596	CDS	303				hypothetical protein
AJBIBFBA_04597	CDS	1209	intS		COG0582	Prophage integrase IntS
AJBIBFBA_04598	CDS	450				hypothetical protein
AJBIBFBA_04599	tRNA	76				tRNA-Phe(gaa)
AJBIBFBA_04600	CDS	1083	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
AJBIBFBA_04601	CDS	273			COG2924	putative Fe(2+)-trafficking protein
AJBIBFBA_04602	CDS	1068	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
AJBIBFBA_04603	CDS	2253				hypothetical protein
AJBIBFBA_04604	CDS	1107	lhgD_2	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
AJBIBFBA_04605	CDS	237				hypothetical protein
AJBIBFBA_04606	CDS	399	panZ			PanD regulatory factor
AJBIBFBA_04607	CDS	594	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
AJBIBFBA_04608	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
AJBIBFBA_04609	CDS	261				hypothetical protein
AJBIBFBA_04610	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
AJBIBFBA_04611	CDS	771	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
AJBIBFBA_04612	CDS	747				hypothetical protein
AJBIBFBA_04613	CDS	753				hypothetical protein
AJBIBFBA_04614	CDS	756				hypothetical protein
AJBIBFBA_04615	CDS	1482				hypothetical protein
AJBIBFBA_04616	CDS	774				hypothetical protein
AJBIBFBA_04617	CDS	1311	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
AJBIBFBA_04618	CDS	1437	envC		COG4942	Murein hydrolase activator EnvC
AJBIBFBA_04619	CDS	819				hypothetical protein
AJBIBFBA_04620	CDS	1548	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
AJBIBFBA_04621	CDS	420	yibN		COG0607	putative protein YibN
AJBIBFBA_04622	CDS	255	grxC		COG0695	Glutaredoxin 3
AJBIBFBA_04623	CDS	492	secB		COG1952	Protein-export protein SecB
AJBIBFBA_04624	CDS	462	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
AJBIBFBA_04625	CDS	351				hypothetical protein
AJBIBFBA_04626	CDS	1431	glnG		COG2204	DNA-binding transcriptional regulator NtrC
AJBIBFBA_04627	CDS	1077	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
AJBIBFBA_04628	CDS	573				hypothetical protein
AJBIBFBA_04629	CDS	522				hypothetical protein
AJBIBFBA_04630	CDS	2208				hypothetical protein
AJBIBFBA_04631	CDS	405				hypothetical protein
AJBIBFBA_04632	CDS	1410	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
AJBIBFBA_04633	CDS	1455	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
AJBIBFBA_04634	CDS	1818	typA		COG1217	GTP-binding protein TypA/BipA
AJBIBFBA_04635	CDS	426	soxR_1		COG0789	Redox-sensitive transcriptional activator SoxR
AJBIBFBA_04636	CDS	585				hypothetical protein
AJBIBFBA_04637	CDS	3606				hypothetical protein
AJBIBFBA_04638	CDS	1395				hypothetical protein
AJBIBFBA_04639	CDS	1941	estA	3.1.1.1	COG3240	Esterase EstA
AJBIBFBA_04640	CDS	531	gloA_3	4.4.1.5		Lactoylglutathione lyase
AJBIBFBA_04641	CDS	1011	fbp_2	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
AJBIBFBA_04642	CDS	603				hypothetical protein
AJBIBFBA_04643	CDS	258				hypothetical protein
AJBIBFBA_04644	CDS	570	blc		COG3040	Outer membrane lipoprotein Blc
AJBIBFBA_04645	CDS	1362		3.5.4.32	COG0402	8-oxoguanine deaminase
AJBIBFBA_04646	CDS	753	nagR_2		COG2188	HTH-type transcriptional repressor NagR
AJBIBFBA_04647	CDS	591	ves			Protein Ves
AJBIBFBA_04648	CDS	1023	ousX		COG2113	Glycine betaine-binding periplasmic protein OusX
AJBIBFBA_04649	CDS	939				hypothetical protein
AJBIBFBA_04650	CDS	798				hypothetical protein
AJBIBFBA_04651	CDS	1680	hutU	4.2.1.49	COG2987	Urocanate hydratase
AJBIBFBA_04652	CDS	1443	pucI_3		COG1953	putative allantoin permease
AJBIBFBA_04653	CDS	1530	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
AJBIBFBA_04654	CDS	1404	proY_2		COG1113	Proline-specific permease ProY
AJBIBFBA_04655	CDS	969				hypothetical protein
AJBIBFBA_04656	CDS	852	opuAB_2		COG4176	Glycine betaine transport system permease protein OpuAB
AJBIBFBA_04657	CDS	831	ousV		COG4175	Glycine betaine/choline transport system ATP-binding protein OusV
AJBIBFBA_04658	CDS	1533	hutH_2	4.3.1.3	COG2986	Histidine ammonia-lyase
AJBIBFBA_04659	CDS	1209	hutI	3.5.2.7	COG1228	Imidazolonepropionase
AJBIBFBA_04660	CDS	801				hypothetical protein
AJBIBFBA_04661	CDS	2373				hypothetical protein
AJBIBFBA_04662	CDS	2238		2.7.8.-		Cardiolipin synthase
AJBIBFBA_04663	CDS	822				hypothetical protein
AJBIBFBA_04664	CDS	879				hypothetical protein
AJBIBFBA_04665	CDS	882				hypothetical protein
AJBIBFBA_04666	CDS	909				hypothetical protein
AJBIBFBA_04667	CDS	1251	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
AJBIBFBA_04668	CDS	351	yabJ_4	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
AJBIBFBA_04669	CDS	900	gltI_2		COG0834	Glutamate/aspartate import solute-binding protein
AJBIBFBA_04670	CDS	477				hypothetical protein
AJBIBFBA_04671	CDS	972	pip	3.4.11.5		Proline iminopeptidase
AJBIBFBA_04672	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
AJBIBFBA_04673	CDS	1578	mdoG		COG3131	Glucans biosynthesis protein G
AJBIBFBA_04674	CDS	2586	opgH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
AJBIBFBA_04675	CDS	801	fliY_1		COG0834	L-cystine-binding protein FliY
AJBIBFBA_04676	CDS	963				hypothetical protein
AJBIBFBA_04677	CDS	735	glnQ_3	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
AJBIBFBA_04678	CDS	462				hypothetical protein
AJBIBFBA_04679	CDS	1944	mcpQ_2		COG0840	Methyl-accepting chemotaxis protein McpQ
AJBIBFBA_04680	CDS	708				hypothetical protein
AJBIBFBA_04681	CDS	804	tatC		COG0805	Sec-independent protein translocase protein TatC
AJBIBFBA_04682	CDS	414	tatB			Sec-independent protein translocase protein TatB
AJBIBFBA_04683	CDS	249	tatA		COG1826	Sec-independent protein translocase protein TatA
AJBIBFBA_04684	CDS	336	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
AJBIBFBA_04685	CDS	405	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
AJBIBFBA_04686	CDS	1602	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
AJBIBFBA_04687	CDS	627	ubiJ_2			Ubiquinone biosynthesis accessory factor UbiJ
AJBIBFBA_04688	CDS	771	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
AJBIBFBA_04689	CDS	276				hypothetical protein
AJBIBFBA_04690	CDS	417				hypothetical protein
AJBIBFBA_04691	CDS	903				hypothetical protein
AJBIBFBA_04692	CDS	618				hypothetical protein
AJBIBFBA_04693	CDS	1683	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
AJBIBFBA_04694	CDS	858	catD_2	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
AJBIBFBA_04695	CDS	1680	phaC_2	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
AJBIBFBA_04696	CDS	372				hypothetical protein
AJBIBFBA_04697	CDS	1344	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
AJBIBFBA_04698	CDS	534	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
AJBIBFBA_04699	CDS	456	ftsN_2			Cell division protein FtsN
AJBIBFBA_04700	CDS	915				Purine-binding protein
AJBIBFBA_04701	CDS	963	vldW	1.14.11.52		Validamycin A dioxygenase
AJBIBFBA_04702	CDS	951		3.5.4.2	COG1816	Adenine deaminase
AJBIBFBA_04703	CDS	588				hypothetical protein
AJBIBFBA_04704	CDS	996				hypothetical protein
AJBIBFBA_04705	CDS	2388	cntO_4			Metal-pseudopaline receptor CntO
AJBIBFBA_04706	CDS	918	gbpR_2			HTH-type transcriptional regulator GbpR
AJBIBFBA_04707	CDS	720	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
AJBIBFBA_04708	CDS	606	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
AJBIBFBA_04709	CDS	840	pcaR		COG1414	Pca regulon regulatory protein
AJBIBFBA_04710	CDS	1104	mdtA_4			Multidrug resistance protein MdtA
AJBIBFBA_04711	CDS	1071	mdtE			Multidrug resistance protein MdtE
AJBIBFBA_04712	CDS	3048	swrC		COG0841	Swarming motility protein SwrC
AJBIBFBA_04713	CDS	939	dmlR_18			HTH-type transcriptional regulator DmlR
AJBIBFBA_04714	CDS	186				hypothetical protein
AJBIBFBA_04715	CDS	1335	oprD_4	3.4.21.-		Porin D
AJBIBFBA_04716	CDS	798	nimR_9			HTH-type transcriptional regulator NimR
AJBIBFBA_04717	CDS	1617	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
AJBIBFBA_04718	CDS	837				hypothetical protein
AJBIBFBA_04719	CDS	1407	xanP_1		COG2233	Xanthine permease XanP
AJBIBFBA_04720	CDS	666	rutR_3		COG1309	HTH-type transcriptional regulator RutR
AJBIBFBA_04721	CDS	591	yigZ		COG1739	IMPACT family member YigZ
AJBIBFBA_04722	CDS	828				hypothetical protein
AJBIBFBA_04723	CDS	381				putative protein
AJBIBFBA_04724	CDS	543				hypothetical protein
AJBIBFBA_04725	CDS	1992				hypothetical protein
AJBIBFBA_04726	CDS	2316				hypothetical protein
AJBIBFBA_04727	CDS	237				hypothetical protein
AJBIBFBA_04728	CDS	270				hypothetical protein
AJBIBFBA_04729	CDS	243				hypothetical protein
AJBIBFBA_04730	CDS	507				hypothetical protein
AJBIBFBA_04731	CDS	300				hypothetical protein
AJBIBFBA_04732	CDS	819				hypothetical protein
AJBIBFBA_04733	CDS	297				hypothetical protein
AJBIBFBA_04734	CDS	1551				hypothetical protein
AJBIBFBA_04735	CDS	375				hypothetical protein
AJBIBFBA_04736	CDS	291				hypothetical protein
AJBIBFBA_04737	CDS	306				hypothetical protein
AJBIBFBA_04738	CDS	270				hypothetical protein
AJBIBFBA_04739	CDS	234				hypothetical protein
AJBIBFBA_04740	CDS	249				hypothetical protein
AJBIBFBA_04741	CDS	225				hypothetical protein
AJBIBFBA_04742	CDS	903				hypothetical protein
AJBIBFBA_04743	CDS	738	fabG_11	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AJBIBFBA_04744	CDS	690				hypothetical protein
AJBIBFBA_04745	CDS	774	occP			Octopine permease ATP-binding protein P
AJBIBFBA_04746	CDS	753	artJ		COG0834	ABC transporter arginine-binding protein 1
AJBIBFBA_04747	CDS	696	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
AJBIBFBA_04748	CDS	693	occM_2			Octopine transport system permease protein OccM
AJBIBFBA_04749	CDS	1221				hypothetical protein
AJBIBFBA_04750	CDS	471	marR		COG1846	Multiple antibiotic resistance protein MarR
AJBIBFBA_04751	CDS	1479	oprM_6		COG1538	Outer membrane protein OprM
AJBIBFBA_04752	CDS	1185	emrA_5		COG1566	Multidrug export protein EmrA
AJBIBFBA_04753	CDS	1530	farB_2			Fatty acid resistance protein FarB
AJBIBFBA_04754	tRNA	76				tRNA-Thr(tgt)
AJBIBFBA_04755	CDS	753				hypothetical protein
AJBIBFBA_04756	CDS	1026				hypothetical protein
AJBIBFBA_04757	CDS	273				hypothetical protein
AJBIBFBA_04758	CDS	294				hypothetical protein
AJBIBFBA_04759	CDS	1788				hypothetical protein
AJBIBFBA_04760	CDS	1011				hypothetical protein
AJBIBFBA_04761	CDS	567				hypothetical protein
AJBIBFBA_04762	CDS	387				hypothetical protein
AJBIBFBA_04763	CDS	228				hypothetical protein
AJBIBFBA_04764	CDS	201				hypothetical protein
AJBIBFBA_04765	CDS	216				hypothetical protein
AJBIBFBA_04766	CDS	1365				hypothetical protein
AJBIBFBA_04767	CDS	1059	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
AJBIBFBA_04768	CDS	909	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
AJBIBFBA_04769	CDS	882	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
AJBIBFBA_04770	CDS	546	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
AJBIBFBA_04771	CDS	1800	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
AJBIBFBA_04772	CDS	1389	dctD_3			C4-dicarboxylate transport transcriptional regulatory protein DctD
AJBIBFBA_04773	CDS	996	dctP_3		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
AJBIBFBA_04774	CDS	633	dctQ_2		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
AJBIBFBA_04775	CDS	1284	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
AJBIBFBA_04776	CDS	1449	arcD		COG0531	Arginine/ornithine antiporter
AJBIBFBA_04777	CDS	1257	arcA_2	3.5.3.6	COG2235	Arginine deiminase
AJBIBFBA_04778	CDS	1011	arcB	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
AJBIBFBA_04779	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
AJBIBFBA_04780	CDS	1905	fabY	2.3.1.180	COG0304	Beta-ketoacyl-[acyl-carrier-protein] synthase FabY
AJBIBFBA_04781	CDS	702				hypothetical protein
AJBIBFBA_04782	CDS	822	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
AJBIBFBA_04783	CDS	567	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
AJBIBFBA_04784	CDS	666	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
AJBIBFBA_04785	CDS	438	kbp		COG1652	Potassium binding protein Kbp
AJBIBFBA_04786	CDS	921	hdfR_7			HTH-type transcriptional regulator HdfR
AJBIBFBA_04787	CDS	840	fdhD			Sulfur carrier protein FdhD
AJBIBFBA_04788	CDS	2322		1.-.-.-	COG0243	putative oxidoreductase
AJBIBFBA_04789	CDS	516				hypothetical protein
AJBIBFBA_04790	CDS	408				hypothetical protein
AJBIBFBA_04791	CDS	216	csrA_2			Translational regulator CsrA
AJBIBFBA_04792	CDS	558	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
AJBIBFBA_04793	CDS	444				hypothetical protein
AJBIBFBA_04794	CDS	1164	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
AJBIBFBA_04795	CDS	1791	dmdC_7	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
AJBIBFBA_04796	CDS	1236	fadB_3		COG1024	Fatty acid oxidation complex subunit alpha
AJBIBFBA_04797	CDS	909	nodD2_1			Nodulation protein D 2
AJBIBFBA_04798	CDS	603	drgA			Protein DrgA
AJBIBFBA_04799	CDS	324				hypothetical protein
AJBIBFBA_04800	CDS	426				hypothetical protein
AJBIBFBA_04801	CDS	1320				hypothetical protein
AJBIBFBA_04802	CDS	1410	dat	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
AJBIBFBA_04803	CDS	219	mbtH		COG3251	Protein MbtH
AJBIBFBA_04804	CDS	765	lgrE_1	1.1.-.-		Linear gramicidin dehydrogenase LgrE
AJBIBFBA_04805	CDS	918				hypothetical protein
AJBIBFBA_04806	CDS	906	znuB_2		COG1108	High-affinity zinc uptake system membrane protein ZnuB
AJBIBFBA_04807	CDS	756	znuC_2	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
AJBIBFBA_04808	CDS	954	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
AJBIBFBA_04809	CDS	561				hypothetical protein
AJBIBFBA_04810	CDS	330				hypothetical protein
AJBIBFBA_04811	CDS	540				hypothetical protein
AJBIBFBA_04812	CDS	1212				hypothetical protein
AJBIBFBA_04813	CDS	1353				hypothetical protein
AJBIBFBA_04814	CDS	273				hypothetical protein
AJBIBFBA_04815	CDS	195				hypothetical protein
AJBIBFBA_04816	CDS	120				hypothetical protein
AJBIBFBA_04817	CDS	615	comR_2			HTH-type transcriptional repressor ComR
AJBIBFBA_04818	CDS	1002				hypothetical protein
AJBIBFBA_04819	CDS	654				Cytochrome c4
AJBIBFBA_04820	CDS	876	tsdA	1.8.2.2	COG3258	Thiosulfate dehydrogenase
AJBIBFBA_04821	CDS	1323	qseC_2	2.7.13.3		Sensor protein QseC
AJBIBFBA_04822	CDS	681	qseB_2			Transcriptional regulatory protein QseB
AJBIBFBA_04823	CDS	1770	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
AJBIBFBA_04824	CDS	837	resA_2			Thiol-disulfide oxidoreductase ResA
AJBIBFBA_04825	CDS	771	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
AJBIBFBA_04826	CDS	1335	pksS	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
AJBIBFBA_04827	CDS	912				hypothetical protein
AJBIBFBA_04828	CDS	645	nagL_2	5.2.1.4		Maleylpyruvate isomerase
AJBIBFBA_04829	CDS	1347	pcaK_3		COG0477	4-hydroxybenzoate transporter PcaK
AJBIBFBA_04830	CDS	699	nagK	3.7.1.20		Fumarylpyruvate hydrolase
AJBIBFBA_04831	CDS	1062	sdgD	1.13.11.4		Gentisate 1,2-dioxygenase
AJBIBFBA_04832	CDS	915	gbpR_3			HTH-type transcriptional regulator GbpR
AJBIBFBA_04833	CDS	519	fecI_8		COG1595	putative RNA polymerase sigma factor FecI
AJBIBFBA_04834	CDS	999	fecR_6		COG3712	Protein FecR
AJBIBFBA_04835	CDS	2463	fhuA_3		COG1629	Ferrichrome outer membrane transporter/phage receptor
AJBIBFBA_04836	CDS	1149				hypothetical protein
AJBIBFBA_04837	CDS	525				hypothetical protein
AJBIBFBA_04838	tRNA	77				tRNA-Arg(cct)
AJBIBFBA_04839	CDS	519				hypothetical protein
AJBIBFBA_04840	CDS	279				hypothetical protein
AJBIBFBA_04841	CDS	147				hypothetical protein
AJBIBFBA_04842	CDS	186				hypothetical protein
