	trimethoprim_sulfamethoxazole	chloramphenicol	erythromycin	clindamycin	penicillin	tetracycline	cefuroxime	meropenem	azithromycin
GCA_035876575.1	0	0	0	0	2	0	0	0	0
GCA_035867565.1	0	0	0	0	2	0	0	0	0
GCA_035934275.1	0	0	0	0	2	0	0	0	0
GCA_035931725.1	0	0	0	0	2	0	0	0	0
GCA_035858965.1	0	0	0	0	2	0	0	0	0
GCA_035875475.1	0	0	0	0	2	0	0	0	0
GCA_035857355.1	0	0	0	0	2	0	0	0	0
GCA_035862325.1	0	0	0	0	2	0	0	0	0
GCA_035863005.1	0	0	0	0	2	0	0	0	0
GCA_035880355.1	0	0	0	0	2	0	0	0	0
GCA_035930785.1	0	0	0	0	2	0	0	0	0
GCA_035930845.1	0	0	0	0	2	0	0	0	0
GCA_035865865.1	0	0	0	0	2	0	0	0	0
GCA_035862425.1	0	0	1	1	2	0	0	0	1
GCA_035866165.1	0	0	0	0	2	0	0	0	0
GCA_035862645.1	0	0	0	0	2	0	0	0	0
GCA_035872995.1	0	0	0	0	2	0	0	0	0
GCA_035874275.1	0	0	0	0	2	0	0	0	0
GCA_035930505.1	0	0	0	0	2	0	0	0	0
GCA_035881595.1	0	0	0	0	2	0	0	0	0
GCA_035873975.1	0	0	0	0	2	0	0	0	0
GCA_035873055.1	0	0	0	0	2	0	0	0	0
GCA_035865945.1	0	0	0	0	2	0	0	0	0
GCA_035933035.1	0	0	0	0	2	0	0	0	0
GCA_035866325.1	0	0	0	0	2	0	0	0	0
GCA_035865765.1	0	0	0	0	2	0	0	0	0
GCA_035863065.1	0	0	0	0	2	0	0	0	0
GCA_035866565.1	0	0	0	0	2	0	0	0	0
GCA_035866145.1	0	0	1	0	2	0	0	0	1
GCA_035919565.1	0	0	0	0	2	0	0	0	0
GCA_035936255.1	0	0	0	0	2	0	0	0	0
GCA_035857555.1	0	0	1	1	2	1	0	0	1
GCA_035930745.1	0	0	0	0	2	0	0	0	0
GCA_035930765.1	0	0	0	0	2	0	0	0	0
GCA_035862945.1	0	0	1	0	2	0	0	0	1
GCA_035928805.1	0	0	0	0	2	0	0	0	0
GCA_035863205.1	0	0	0	0	2	0	0	0	0
GCA_035873995.1	0	0	0	0	2	0	0	0	0
GCA_035874035.1	0	0	0	0	2	0	0	0	0
GCA_035870055.1	0	0	0	0	2	0	0	0	0
GCA_035873035.1	0	0	0	0	2	0	0	0	0
GCA_035881795.1	0	0	0	0	2	0	0	0	0
GCA_035872215.1	0	0	0	0	2	0	0	0	0
GCA_035865385.1	0	0	0	0	2	0	0	0	0
GCA_035863445.1	0	0	0	0	2	0	0	0	0
GCA_035875655.1	0	0	0	0	2	0	0	0	0
GCA_035856735.1	0	0	0	0	2	0	0	0	2
GCA_035868135.1	0	0	0	0	2	0	0	0	0
GCA_035933415.1	0	0	0	0	2	0	0	0	0
GCA_035861905.1	0	0	0	0	2	0	0	0	2
GCA_035864405.1	0	0	0	0	2	0	0	0	2
GCA_035856475.1	0	0	0	0	2	0	0	0	2
GCA_035864645.1	0	0	0	0	2	0	0	0	2
GCA_035856495.1	0	0	0	0	2	0	0	0	2
GCA_035862965.1	0	0	0	0	2	0	0	0	0
GCA_035919185.1	0	0	0	0	2	0	0	0	0
GCA_035875555.1	0	0	0	0	2	0	0	0	0
GCA_035868475.1	0	0	1	1	2	1	1	0	1
GCA_035933195.1	0	0	0	0	2	0	0	0	0
GCA_035863045.1	0	0	0	0	2	0	0	0	0
GCA_035928825.1	0	0	0	0	2	0	0	0	0
GCA_035928885.1	0	0	0	0	2	0	0	0	0
GCA_035928925.1	0	0	0	0	2	0	0	0	0
GCA_035864335.1	0	0	0	0	2	0	1	1	0
GCA_035928905.1	0	0	0	0	2	0	0	0	0
GCA_035928945.1	0	0	1	1	2	1	0	0	1
GCA_035859525.1	0	0	0	0	2	0	0	0	0
GCA_035928965.1	0	0	0	0	2	0	0	0	0
GCA_035859545.1	0	0	0	0	2	0	0	0	0
GCA_035859585.1	0	0	0	0	2	0	0	0	0
GCA_035929105.1	0	0	0	0	2	0	0	0	0
GCA_035859565.1	0	0	0	0	2	0	0	0	0
GCA_035929065.1	0	0	0	0	2	0	0	0	0
GCA_035929145.1	0	0	0	0	2	0	0	0	0
GCA_035929205.1	0	0	0	0	2	1	0	0	0
GCA_035860445.1	0	0	0	0	2	0	1	1	0
GCA_035929085.1	0	0	1	1	2	1	0	0	1
GCA_035932235.1	0	0	0	0	2	0	0	0	0
GCA_035932195.1	0	0	0	0	2	0	0	0	0
GCA_035932215.1	0	0	0	0	2	0	0	0	0
GCA_035856825.1	0	1	1	1	2	1	1	1	1
GCA_035932275.1	0	0	0	0	2	0	0	0	0
GCA_035932295.1	0	0	0	0	2	0	0	0	0
GCA_035932335.1	0	0	0	0	2	0	0	0	0
GCA_035932395.1	0	0	0	0	2	0	0	0	0
GCA_035932515.1	0	0	0	0	2	0	0	0	0
GCA_035932455.1	0	0	0	0	2	0	0	0	0
GCA_035932405.1	0	0	0	0	2	1	0	0	0
GCA_035932595.1	0	0	0	0	2	1	0	0	0
GCA_035932495.1	0	0	0	0	2	0	0	0	0
GCA_035932365.1	0	0	0	0	2	0	0	0	0
GCA_035932535.1	0	0	0	0	2	0	0	0	0
GCA_035932555.1	0	0	0	0	2	0	0	0	0
GCA_035932575.1	0	0	0	0	2	0	0	0	0
GCA_035935005.1	0	0	0	0	2	0	0	0	0
GCA_035935055.1	0	0	0	0	2	0	0	0	0
GCA_035932475.1	0	0	1	1	2	1	0	0	1
GCA_035860545.1	0	0	0	0	2	0	0	0	0
GCA_035932695.1	0	0	0	0	2	0	0	0	0
GCA_035932735.1	0	0	0	0	2	0	0	0	0
GCA_035932775.1	0	0	0	0	2	0	0	0	0
GCA_035860585.1	0	0	0	0	2	0	0	0	0
GCA_035934615.1	0	0	0	0	2	0	0	0	0
GCA_035932795.1	0	0	0	0	2	0	0	0	0
GCA_035932255.1	0	0	0	0	2	0	0	0	0
GCA_035932755.1	0	0	0	0	2	0	0	0	0
GCA_035934695.1	0	0	0	0	2	1	0	0	0
GCA_035865305.1	0	0	0	0	2	0	0	0	0
GCA_035936195.1	0	0	0	0	2	0	0	0	0
GCA_035928325.1	0	0	0	0	2	0	0	0	0
GCA_035873325.1	0	0	0	0	2	0	0	0	0
GCA_035934805.1	0	0	0	0	2	0	0	0	0
GCA_035934865.1	0	0	0	0	2	0	0	0	0
GCA_035934905.1	0	0	0	0	2	0	0	0	0
GCA_035863565.1	0	0	0	0	2	0	0	0	0
GCA_035934715.1	0	0	0	0	2	0	0	0	0
GCA_035934755.1	0	0	0	0	2	0	0	0	0
GCA_035881395.1	0	0	0	0	2	0	0	0	0
GCA_035935135.1	0	0	0	0	2	0	0	0	0
GCA_035935155.1	0	0	0	0	2	0	0	0	0
GCA_035863685.1	0	0	0	0	2	0	0	0	0
GCA_035935215.1	0	0	0	0	2	0	0	0	0
GCA_035935195.1	0	0	0	0	2	0	0	0	0
GCA_035935275.1	0	0	0	0	2	0	0	0	0
GCA_035935305.1	0	0	0	0	2	0	0	0	0
GCA_035878155.1	0	0	0	0	2	0	0	0	0
GCA_035878455.1	0	0	0	0	2	0	0	0	0
GCA_035878495.1	0	0	1	1	2	1	1	0	1
GCA_035878515.1	0	0	0	0	2	0	0	0	0
GCA_035878575.1	0	0	0	0	2	0	0	0	0
GCA_035878535.1	0	0	0	0	2	0	0	0	0
GCA_035878615.1	0	0	0	0	2	0	0	0	0
GCA_035881755.1	0	0	0	0	2	0	0	0	0
GCA_035881835.1	0	0	0	0	2	0	0	0	0
GCA_035881375.1	0	0	0	0	2	0	0	0	0
GCA_035881415.1	0	0	0	0	2	0	0	0	0
GCA_035881435.1	0	0	0	0	2	0	0	0	0
GCA_035881455.1	0	0	0	0	2	0	0	0	0
GCA_035881515.1	0	0	1	1	2	0	0	0	1
GCA_035881535.1	0	0	0	0	2	0	0	0	0
GCA_035881555.1	0	0	0	0	2	0	0	0	0
GCA_035881615.1	0	0	0	0	2	0	0	0	0
GCA_035881675.1	0	0	0	0	2	0	0	0	0
GCA_035881655.1	0	0	0	0	2	0	0	0	0
GCA_035881695.1	0	0	0	0	2	0	0	0	0
GCA_035881735.1	0	0	0	0	2	0	0	0	0
GCA_035881775.1	0	0	0	0	2	0	0	0	0
GCA_035929445.1	0	0	0	0	2	0	0	0	0
GCA_035929485.1	0	0	0	0	2	0	0	0	0
GCA_035881815.1	0	0	0	0	2	0	0	0	0
GCA_035881855.1	0	0	0	0	2	0	0	0	0
GCA_035881875.1	0	0	0	0	2	0	0	0	0
GCA_035881895.1	0	0	0	0	2	0	0	0	0
GCA_035881935.1	0	0	0	0	2	0	0	0	0
GCA_035863805.1	0	0	0	0	2	0	0	0	0
GCA_035881635.1	0	0	0	0	2	0	0	0	0
GCA_035881915.1	0	0	1	1	2	1	0	0	1
GCA_035881975.1	0	0	0	0	2	0	0	0	0
GCA_035929245.1	0	0	1	1	2	1	0	0	1
GCA_035929285.1	0	0	0	0	2	0	0	0	0
GCA_035929365.1	0	0	0	0	2	0	0	0	0
GCA_035929305.1	0	0	0	0	2	0	0	0	0
GCA_035929385.1	0	0	0	0	2	0	0	0	0
GCA_035929345.1	0	0	0	0	2	0	0	0	0
GCA_035856895.1	0	0	1	1	2	1	1	1	1
GCA_035929805.1	0	0	0	0	2	0	0	0	0
GCA_035929825.1	0	0	0	0	2	0	0	0	0
GCA_035878655.1	0	0	0	0	2	0	0	0	0
GCA_035878675.1	0	0	0	0	2	0	0	0	0
GCA_035929465.1	0	0	0	0	2	0	0	0	0
GCA_035929545.1	0	0	0	0	2	0	0	0	0
GCA_035929585.1	0	0	0	0	2	0	0	0	0
GCA_035929565.1	0	0	0	0	2	0	0	0	0
GCA_035929605.1	0	0	0	0	2	0	0	0	0
GCA_035929625.1	0	0	0	0	2	0	0	0	0
GCA_035929645.1	0	0	0	0	2	0	0	0	0
GCA_035929685.1	0	0	0	0	2	0	0	0	0
GCA_035860745.1	0	0	0	0	2	0	0	0	0
GCA_035860805.1	0	0	0	0	2	0	0	0	0
GCA_035860825.1	0	0	0	0	2	0	0	0	0
GCA_035860885.1	0	0	0	0	2	0	0	0	0
GCA_035929745.1	0	0	0	0	2	0	0	0	0
GCA_035929785.1	0	0	0	0	2	0	0	0	0
GCA_035929845.1	0	0	0	0	2	0	0	0	0
GCA_035879395.1	0	0	0	0	2	0	0	0	0
GCA_035929765.1	0	0	0	0	2	0	0	0	0
GCA_035860845.1	0	0	0	0	2	0	0	0	0
GCA_035860865.1	0	0	0	0	2	0	0	0	0
GCA_035879415.1	0	0	0	0	2	0	0	0	0
GCA_035879435.1	0	0	0	0	2	0	0	0	0
GCA_035860925.1	0	0	0	0	2	0	0	0	0
GCA_035860945.1	0	0	0	0	2	0	0	0	0
GCA_035879135.1	0	0	0	0	2	0	0	0	0
GCA_035878735.1	0	0	0	0	2	0	0	0	0
GCA_035860905.1	0	0	0	0	2	0	0	0	0
GCA_035860985.1	0	0	0	0	2	0	0	0	0
GCA_035863465.1	0	1	1	1	2	0	0	0	1
GCA_035863505.1	0	0	0	0	2	0	0	0	0
GCA_035863485.1	0	0	0	0	2	0	0	0	0
GCA_035863525.1	0	0	0	0	2	0	0	0	0
GCA_035863925.1	0	0	0	0	2	0	0	0	0
GCA_035863975.1	0	0	0	0	2	0	0	0	0
GCA_035879195.1	0	0	1	1	2	1	0	0	1
GCA_035863705.1	0	0	0	0	2	0	0	0	0
GCA_035863785.1	0	0	0	0	2	0	0	0	0
GCA_035863745.1	0	0	0	0	2	0	0	0	0
GCA_035863765.1	0	0	0	0	2	0	0	0	0
GCA_035863825.1	0	0	0	0	2	0	0	0	0
GCA_035879355.1	0	0	0	0	2	0	0	0	0
GCA_035863885.1	0	0	0	0	2	0	0	0	0
GCA_035863865.1	0	0	0	0	2	0	0	0	0
GCA_035863905.1	0	0	0	0	2	0	0	0	0
GCA_035929705.1	0	0	0	0	2	0	0	0	0
GCA_035863845.1	0	0	0	0	2	0	0	0	0
GCA_035861005.1	0	0	0	0	2	0	0	0	0
GCA_035863945.1	0	0	0	0	2	0	0	0	0
GCA_035855955.1	0	0	0	0	2	0	0	0	0
GCA_035855935.1	0	0	0	0	2	0	0	0	0
GCA_035879155.1	0	0	0	0	2	0	0	0	0
GCA_035879215.1	0	0	0	0	2	0	0	0	0
GCA_035878755.1	0	0	1	1	2	0	0	0	1
GCA_035860245.1	0	0	0	0	2	0	0	0	0
GCA_035879175.1	0	0	0	0	2	0	0	0	0
GCA_035879315.1	0	0	0	0	2	0	0	0	0
GCA_035879275.1	0	0	0	0	2	0	0	0	0
GCA_035855895.1	0	0	0	0	2	0	0	0	0
GCA_035879335.1	0	0	0	0	2	0	0	0	0
GCA_035860215.1	0	0	0	0	2	0	0	0	0
GCA_035855915.1	0	0	0	0	2	0	0	0	0
GCA_035860175.1	0	0	0	0	2	0	0	0	0
GCA_035856255.1	0	0	0	0	2	0	0	0	0
GCA_035856215.1	0	0	0	0	2	0	0	0	0
GCA_035856235.1	0	0	0	0	2	0	0	0	0
GCA_035879375.1	0	0	0	0	2	0	0	0	0
GCA_035856155.1	0	0	0	0	2	0	0	0	0
GCA_035856135.1	0	0	0	0	2	0	0	0	0
GCA_035856035.1	0	0	0	0	2	0	0	0	0
GCA_035856015.1	0	0	0	0	2	0	0	0	0
GCA_035856275.1	0	0	0	0	2	0	0	0	0
GCA_035856285.1	0	0	0	0	2	0	0	0	0
GCA_035856335.1	0	0	0	0	2	0	0	0	0
GCA_035856415.1	0	0	0	0	2	0	0	0	0
GCA_035936555.1	0	0	0	0	2	0	0	0	0
GCA_035857945.1	0	0	0	0	2	0	0	0	0
GCA_035882275.1	0	0	0	0	2	0	0	0	0
GCA_035858045.1	0	0	1	0	2	1	0	0	1
GCA_035857695.1	0	0	0	0	2	0	0	0	0
GCA_035857715.1	0	0	1	1	2	0	0	0	1
GCA_035936625.1	0	0	0	0	2	0	0	0	0
GCA_035936655.1	0	0	0	0	2	0	0	0	0
GCA_035879455.1	0	0	0	0	2	0	0	0	0
GCA_035936695.1	0	0	1	1	2	1	0	0	1
GCA_035936815.1	0	0	0	0	2	0	0	0	0
GCA_035936795.1	0	0	0	0	2	0	0	0	0
GCA_035936775.1	0	0	0	0	2	0	0	0	0
GCA_035936895.1	0	0	0	0	2	0	0	0	0
GCA_035857865.1	0	0	0	0	2	0	0	0	0
GCA_035857845.1	0	0	0	0	2	0	0	0	0
GCA_035882195.1	0	0	0	0	2	0	0	0	0
GCA_035857985.1	0	0	0	0	2	0	0	0	0
GCA_035857905.1	0	0	0	0	2	0	0	0	0
GCA_035857885.1	0	0	0	0	2	0	0	0	0
GCA_035861165.1	0	0	0	0	2	0	0	0	0
GCA_035861285.1	0	0	0	0	2	0	0	0	0
GCA_035879495.1	0	0	0	0	2	0	1	1	0
GCA_035858085.1	0	0	0	0	2	0	0	0	0
GCA_035858145.1	0	0	0	0	2	0	0	0	0
GCA_035858165.1	0	0	0	0	2	0	0	0	0
GCA_035861025.1	0	0	0	0	2	0	0	0	0
GCA_035861045.1	0	0	0	0	2	0	0	0	0
GCA_035861085.1	0	0	0	0	2	0	0	0	0
GCA_035861065.1	0	0	0	0	2	0	0	0	0
GCA_035861125.1	0	0	0	0	2	0	0	0	0
GCA_035861145.1	0	0	0	0	2	0	0	0	0
GCA_035861205.1	0	0	0	0	2	0	0	0	0
GCA_035861225.1	0	0	0	0	2	0	1	1	0
GCA_035864085.1	0	0	0	0	2	0	0	0	0
GCA_035879515.1	0	0	0	0	2	0	0	0	0
GCA_035861245.1	0	0	0	0	2	0	0	0	0
GCA_035861265.1	0	0	0	0	2	0	0	0	0
GCA_035861305.1	0	0	0	0	2	0	0	0	0
GCA_035861405.1	0	0	0	0	2	1	0	0	0
GCA_035861445.1	0	0	0	0	2	0	0	0	0
GCA_035861465.1	0	0	0	0	2	0	0	0	0
GCA_035861425.1	0	0	0	0	2	0	0	0	0
GCA_035879535.1	0	0	0	0	2	0	0	0	0
GCA_035861545.1	0	0	0	0	2	0	0	0	0
GCA_000233245.2	0	2	1	0	1	0	0	0	2
GCA_000252085.2	0	2	1	1	1	1	1	1	2
GCA_000252305.2	0	2	1	0	1	0	1	1	2
GCA_000252285.2	0	2	1	0	0	0	0	0	2
GCA_000252225.2	0	0	1	2	1	0	2	2	2
GCA_000251225.2	0	0	1	2	0	0	2	2	2
GCA_000251245.2	0	0	1	2	0	0	2	2	2
GCA_000251365.2	0	0	0	0	1	1	2	0	2
GCA_000233265.2	0	0	1	0	0	0	0	0	2
GCA_000232445.2	0	0	1	0	0	0	0	0	2
GCA_000231945.2	0	0	0	0	0	0	0	0	2
GCA_000251425.2	0	0	0	0	0	0	0	0	2
GCA_000232565.2	0	1	1	0	0	1	0	0	2
GCA_000232585.2	0	0	0	0	0	0	0	0	2
GCA_000251465.2	0	0	0	0	0	0	0	0	2
GCA_000279855.1	0	0	1	0	1	0	1	1	2
GCA_000232765.2	0	0	0	0	0	0	0	0	2
GCA_000251565.2	0	0	1	0	0	0	0	0	2
GCA_000251585.2	0	1	1	1	0	1	0	0	2
GCA_000233305.2	0	0	1	1	0	1	0	0	2
GCA_000251625.2	0	0	1	0	0	0	0	0	2
GCA_000251685.2	0	1	1	1	0	1	0	0	2
GCA_000232905.2	0	0	0	0	0	0	0	0	2
GCA_000232365.2	0	0	1	1	1	1	1	1	2
GCA_000251785.2	0	0	1	1	1	1	0	0	2
GCA_000232925.2	0	0	0	0	0	0	0	0	2
GCA_000232945.2	0	0	0	0	0	0	0	0	2
GCA_000232965.2	0	0	0	0	0	0	0	0	2
GCA_000233005.2	0	2	0	0	0	0	0	0	2
GCA_000251825.2	0	0	1	0	1	0	1	1	2
GCA_000279595.1	0	0	1	0	0	0	0	0	2
GCA_000251865.2	0	1	1	1	0	1	1	0	2
GCA_000251905.2	0	0	1	0	0	0	0	0	2
GCA_000212515.2	0	0	0	0	0	0	0	0	2
GCA_000233065.2	0	0	0	0	0	0	0	0	2
GCA_000279715.1	0	0	1	0	1	0	0	0	2
GCA_000279735.1	0	0	1	0	0	0	0	0	2
GCA_000279895.1	0	0	1	1	0	1	0	0	2
GCA_000279875.1	0	0	1	0	1	0	0	0	2
GCA_000279915.1	0	0	1	0	0	0	0	0	2
GCA_000233125.2	0	1	0	0	0	0	2	2	2
GCA_907168365.1	0	2	0	2	0	2	2	2	2
GCA_907168475.1	0	2	0	2	0	2	2	2	2
GCA_907168345.1	0	2	0	2	0	2	2	2	2
GCA_907168405.1	0	2	0	2	0	2	2	2	2
GCA_907169235.1	0	2	1	2	0	2	2	2	2
GCA_907168325.1	0	2	0	2	0	2	2	2	2
GCA_907168465.1	0	2	0	2	0	2	2	2	2
GCA_907168425.1	0	2	0	2	0	2	2	2	2
GCA_907168375.1	0	2	0	2	0	2	2	2	2
GCA_907168295.1	0	2	0	2	0	2	2	2	2
GCA_907168395.1	0	2	0	2	0	2	2	2	2
GCA_907168305.1	0	2	0	2	0	2	2	2	2
GCA_907168485.1	0	2	0	2	0	2	2	2	2
GCA_907168455.1	0	2	0	2	0	2	2	2	2
GCA_907168445.1	0	2	0	2	0	2	2	2	2
GCA_907168385.1	0	2	0	2	0	2	2	2	2
GCA_907168335.1	0	2	0	2	0	2	2	2	2
GCA_907168415.1	0	2	0	2	0	2	2	2	2
GCA_907168355.1	0	2	0	2	0	2	2	2	2
GCA_907168435.1	0	2	0	2	0	2	2	2	2
GCA_907168285.1	0	2	0	2	0	2	2	2	2
GCA_009664475.1	0	2	0	0	0	0	2	2	2
GCA_901291025.1	2	1	1	2	2	1	2	2	2
GCA_901233065.1	2	1	1	2	2	1	2	2	2
GCA_901232395.1	2	1	0	2	2	0	2	2	2
GCA_901214985.1	2	1	0	2	2	1	2	2	2
GCA_901256755.1	2	1	1	2	2	1	2	2	2
GCA_901337165.1	2	1	1	2	0	1	2	2	2
GCA_901291585.1	2	1	1	2	2	1	2	2	2
GCA_901328335.1	2	1	1	2	2	1	2	2	2
GCA_901337585.1	2	1	1	2	2	1	2	2	2
GCA_901267665.1	2	1	1	2	2	1	2	2	2
GCA_901219465.1	2	1	1	2	2	1	2	2	2
GCA_901232315.1	2	1	0	2	0	1	2	2	2
GCA_901248125.1	2	1	2	2	0	2	2	2	2
GCA_901315715.1	2	1	1	2	0	2	2	2	2
GCA_901314035.1	2	1	1	2	0	2	2	2	2
GCA_901276215.1	2	1	1	2	0	2	2	2	2
GCA_901258105.1	2	1	2	2	0	2	2	2	2
GCA_901336005.1	2	1	1	2	2	1	2	2	2
GCA_901335865.1	2	1	1	2	2	1	2	2	2
GCA_901263005.1	2	1	1	2	2	1	2	2	2
GCA_901215555.1	2	1	1	2	2	1	2	2	2
GCA_901274015.1	2	1	1	2	0	2	2	2	2
GCA_901299105.1	2	1	1	2	2	1	2	2	2
GCA_901280265.1	2	1	0	2	2	0	2	2	2
GCA_901257945.1	2	1	1	2	2	1	2	2	2
GCA_901216135.1	2	1	1	2	2	1	2	2	2
GCA_901292625.1	2	1	0	2	2	1	2	2	2
GCA_901328085.1	2	1	0	2	2	1	2	2	2
GCA_901328025.1	2	1	0	2	2	1	2	2	2
GCA_901327915.1	2	1	0	2	2	1	2	2	2
GCA_901337675.1	2	1	0	2	2	1	2	2	2
GCA_901337415.1	2	1	0	2	2	1	2	2	2
GCA_901337365.1	2	1	1	2	2	1	2	2	2
GCA_901292545.1	2	1	1	2	2	1	2	2	2
GCA_901265085.1	2	1	1	2	2	1	2	2	2
GCA_901263425.1	2	1	0	2	2	1	2	2	2
GCA_901262735.1	2	1	0	2	2	1	2	2	2
GCA_901256375.1	2	1	1	2	2	1	2	2	2
GCA_901256165.1	2	1	1	2	2	1	2	2	2
GCA_901216705.1	2	1	1	2	2	1	2	2	2
GCA_901218205.1	2	1	0	2	2	1	2	2	2
GCA_901217805.1	2	1	1	2	2	1	2	2	2
GCA_901217715.1	2	1	0	2	2	1	2	2	2
GCA_901216745.1	2	1	1	2	2	1	2	2	2
GCA_901216185.1	2	1	1	2	2	1	2	2	2
GCA_901216075.1	2	1	1	2	2	1	2	2	2
GCA_901215955.1	2	1	1	2	2	1	2	2	2
GCA_901215305.1	2	1	1	2	2	1	2	2	2
GCA_901214475.1	2	1	0	2	2	1	2	2	2
GCA_901214365.1	2	1	0	2	2	1	2	2	2
GCA_901213635.1	2	1	1	2	2	1	2	2	2
GCA_901254665.1	2	1	2	2	0	2	2	2	2
GCA_901275035.1	2	1	1	2	0	2	2	2	2
GCA_901248815.1	2	1	2	2	0	2	2	2	2
GCA_901341285.1	2	1	0	2	2	1	2	2	2
GCA_901230795.1	2	1	2	2	2	1	2	2	2
GCA_901253855.1	2	1	2	2	0	2	2	2	2
GCA_901253735.1	2	1	2	2	0	2	2	2	2
GCA_901255365.1	2	1	2	2	0	2	2	2	2
GCA_901249165.1	2	1	2	2	0	2	2	2	2
GCA_901258405.1	2	1	2	2	0	2	2	2	2
GCA_901268885.1	2	1	2	2	0	0	2	2	2
GCA_901213305.1	2	1	0	2	0	1	2	2	2
GCA_901216855.1	2	1	2	2	0	0	2	2	2
GCA_901216665.1	2	1	2	2	0	0	2	2	2
GCA_901216415.1	2	1	0	2	2	2	2	2	2
GCA_901269555.1	2	1	0	2	0	1	2	2	2
GCA_901330775.1	2	1	1	2	0	1	2	2	2
GCA_901213475.1	2	1	0	2	0	1	2	2	2
GCA_901213405.1	2	1	2	2	0	0	2	2	2
GCA_901216595.1	2	1	2	2	0	0	2	2	2
GCA_901215405.1	2	1	2	2	0	0	2	2	2
GCA_901214805.1	2	1	2	2	0	1	2	2	2
GCA_901215435.1	2	1	2	2	0	0	2	2	2
GCA_901269635.1	2	1	2	2	0	0	2	2	2
GCA_901216785.1	2	1	2	2	0	0	2	2	2
GCA_901216505.1	2	1	2	2	0	1	2	2	2
GCA_901213435.1	2	1	0	2	0	1	2	2	2
GCA_901331625.1	2	1	0	2	0	1	2	2	2
GCA_901340585.1	2	1	0	2	0	1	2	2	2
GCA_901301235.1	2	1	0	2	0	1	2	2	2
GCA_901301125.1	2	1	0	2	0	1	2	2	2
GCA_901216205.1	2	1	0	2	0	1	2	2	2
GCA_901330945.1	2	1	0	2	0	0	2	2	2
GCA_901272255.1	2	1	0	2	0	1	2	2	2
GCA_901212945.1	2	1	0	2	2	1	2	2	2
GCA_901274395.1	2	1	2	2	0	0	2	2	2
GCA_901215975.1	2	1	2	2	1	0	2	2	2
GCA_901216265.1	2	1	2	2	1	0	2	2	2
GCA_901217245.1	2	1	2	2	0	0	2	2	2
GCA_901217405.1	2	1	2	2	1	1	2	2	2
GCA_901215015.1	2	1	2	2	0	0	2	2	2
GCA_901214845.1	2	1	2	2	0	0	2	2	2
GCA_901330965.1	2	1	1	2	0	1	2	2	2
GCA_901215325.1	2	1	2	2	0	1	2	2	2
GCA_901216875.1	2	1	2	2	0	0	2	2	2
GCA_901216035.1	2	1	2	2	1	1	2	2	2
GCA_901217235.1	2	1	2	2	0	1	2	2	2
GCA_901216525.1	2	1	2	2	0	1	2	2	2
GCA_901216295.1	2	1	0	2	0	1	2	2	2
GCA_901215515.1	2	1	2	2	0	1	2	2	2
GCA_901215065.1	2	1	0	2	0	1	2	2	2
GCA_901214955.1	2	1	0	2	0	1	2	2	2
GCA_901332525.1	2	1	0	2	0	1	2	2	2
GCA_901332145.1	2	1	0	2	0	1	2	2	2
GCA_901331345.1	2	1	0	2	0	1	2	2	2
GCA_901331275.1	2	1	0	2	0	1	2	2	2
GCA_901298125.1	2	1	1	2	0	1	2	2	2
GCA_901296875.1	2	1	0	2	0	1	2	2	2
GCA_901266865.1	2	1	0	2	0	1	2	2	2
GCA_901212875.1	2	1	2	2	1	0	2	2	2
GCA_901332635.1	2	1	0	2	0	1	2	2	2
GCA_901332855.1	2	1	0	2	0	1	2	2	2
GCA_901301085.1	2	1	0	2	0	0	2	2	2
GCA_901215025.1	2	1	0	2	0	1	2	2	2
GCA_901217035.1	2	1	0	2	0	1	2	2	2
GCA_901298775.1	2	1	0	2	0	1	2	2	2
GCA_901213535.1	2	1	0	2	0	1	2	2	2
GCA_901214535.1	2	1	2	2	1	1	2	2	2
GCA_901212745.1	2	1	2	2	0	0	2	2	2
GCA_901215675.1	2	1	2	2	0	0	2	2	2
GCA_901268525.1	2	1	0	2	0	1	2	2	2
GCA_901213415.1	2	1	2	2	0	0	2	2	2
GCA_901215465.1	2	1	2	2	0	1	2	2	2
GCA_901268665.1	2	1	0	2	0	1	2	2	2
GCA_001158185.1	2	1	1	2	2	1	2	2	2
GCA_001329735.1	2	1	1	2	2	1	2	2	2
GCA_001150545.1	2	1	1	2	1	1	2	2	2
GCA_001091765.1	2	1	1	2	2	1	2	2	2
GCA_001109165.1	2	1	1	2	2	1	2	2	2
GCA_001103705.1	2	1	1	2	2	1	2	2	2
GCA_001173005.1	2	1	1	2	2	1	2	2	2
GCA_001111925.1	2	1	1	2	1	1	2	2	2
GCA_001330695.1	2	1	1	2	1	0	2	2	2
GCA_001111445.1	2	1	1	2	1	0	2	2	2
GCA_001111345.1	2	1	1	2	2	1	2	2	2
GCA_001120225.1	2	1	1	2	2	1	2	2	2
GCA_001329635.1	2	1	1	2	2	1	2	2	2
GCA_001105045.1	2	1	1	2	1	1	2	2	2
GCA_001117185.1	2	1	1	2	2	1	2	2	2
GCA_001164105.1	2	1	1	2	2	1	2	2	2
GCA_001142365.1	2	1	1	2	2	1	2	2	2
GCA_001330015.1	2	1	1	2	1	1	2	2	2
GCA_001329715.1	2	1	1	2	2	1	2	2	2
GCA_001157645.1	2	1	1	2	2	1	2	2	2
GCA_001173665.1	2	1	1	2	2	1	2	2	2
GCA_001142205.1	2	1	1	2	2	1	2	2	2
