locus_tag	ftype	length_bp	gene	EC_number	COG	product
INHMNHHN_05127	CDS	864		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
INHMNHHN_05128	CDS	159				hypothetical protein
INHMNHHN_05129	CDS	651				hypothetical protein
INHMNHHN_05130	CDS	240				hypothetical protein
INHMNHHN_05131	CDS	402				hypothetical protein
INHMNHHN_05132	CDS	423				transcriptional regulator
INHMNHHN_05133	CDS	465				hypothetical protein
INHMNHHN_05134	CDS	1296				ISL3 family transposase ISIde1
INHMNHHN_05135	CDS	1815				hypothetical protein
INHMNHHN_05136	CDS	627				hypothetical protein
INHMNHHN_05137	CDS	633				hypothetical protein
INHMNHHN_05138	CDS	366				hypothetical protein
INHMNHHN_05139	CDS	1521				hypothetical protein
INHMNHHN_05140	CDS	360				hypothetical protein
INHMNHHN_05141	CDS	1395				hypothetical protein
INHMNHHN_05142	CDS	951				hypothetical protein
INHMNHHN_05143	CDS	399				hypothetical protein
INHMNHHN_05144	CDS	495				hypothetical protein
INHMNHHN_05145	CDS	768				hypothetical protein
INHMNHHN_05146	CDS	2892				hypothetical protein
INHMNHHN_05147	CDS	441				hypothetical protein
INHMNHHN_05148	CDS	1419				hypothetical protein
INHMNHHN_05149	CDS	912				hypothetical protein
INHMNHHN_05150	CDS	693				hypothetical protein
INHMNHHN_05151	CDS	399				hypothetical protein
INHMNHHN_05152	CDS	360				hypothetical protein
INHMNHHN_05153	CDS	1578				hypothetical protein
INHMNHHN_05154	CDS	1578	guaA	6.3.5.2		GMP synthase
INHMNHHN_05155	CDS	1470	guaB	1.1.1.205		inosine 5'-monophosphate dehydrogenase
INHMNHHN_05156	CDS	978				transcriptional regulator
INHMNHHN_05157	CDS	897				hypothetical protein
INHMNHHN_05158	CDS	1158				hypothetical protein
INHMNHHN_05159	CDS	1143				acetylpolyamine aminohydrolase
INHMNHHN_05160	CDS	783				hypothetical protein
INHMNHHN_05161	CDS	909				transcriptional regulator
INHMNHHN_05162	CDS	1380	xseA	3.1.11.6		exodeoxyribonuclease VII large subunit
INHMNHHN_05163	CDS	936				transcriptional regulator
INHMNHHN_05164	CDS	1041				C4-dicarboxylate-binding protein
INHMNHHN_05165	CDS	495				hypothetical protein
INHMNHHN_05166	CDS	1281				transporter
INHMNHHN_05167	CDS	762	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
INHMNHHN_05168	CDS	954				transcriptional regulator
INHMNHHN_05169	CDS	630	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
INHMNHHN_05170	CDS	573				hypothetical protein
INHMNHHN_05171	CDS	477				hypothetical protein
INHMNHHN_05172	CDS	390				hypothetical protein
INHMNHHN_05173	CDS	849				hypothetical protein
INHMNHHN_05174	CDS	396				hypothetical protein
INHMNHHN_05175	CDS	1416				oxidoreductase
INHMNHHN_05176	CDS	2160	oprC			copper transport outer membrane porin OprC
INHMNHHN_05177	CDS	462				hypothetical protein
INHMNHHN_05178	CDS	1671	leuA	2.3.3.13		2-isopropylmalate synthase
INHMNHHN_05179	CDS	333				hypothetical protein
INHMNHHN_05180	CDS	456				hypothetical protein
INHMNHHN_05181	CDS	951				oxidoreductase
INHMNHHN_05182	CDS	588				hypothetical protein
INHMNHHN_05183	CDS	795	yafV	3.5.1.3		Omega-amidase YafV
INHMNHHN_05184	CDS	1149				aminotransferase
INHMNHHN_05185	CDS	1482				GTPase Der
INHMNHHN_05186	CDS	1143				outer membrane protein assembly factor BamB
INHMNHHN_05187	CDS	645				hypothetical protein
INHMNHHN_05188	CDS	1290	hisS	6.1.1.21		histidine--tRNA ligase
INHMNHHN_05189	CDS	1116	gcpE	1.17.7.1		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
INHMNHHN_05190	CDS	1044	rodZ		COG1426	Cytoskeleton protein RodZ
INHMNHHN_05191	CDS	759	pilF			type 4 fimbrial biogenesis protein PilF
INHMNHHN_05192	CDS	1140				23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
INHMNHHN_05193	CDS	432	ndk	2.7.4.6		nucleoside diphosphate kinase
INHMNHHN_05194	CDS	201	iscX		COG2975	Protein IscX
INHMNHHN_05195	CDS	339	fdx2_2			(2Fe-2S) ferredoxin
INHMNHHN_05196	CDS	1860	hscA			chaperone protein HscA
INHMNHHN_05197	CDS	522	hscB			co-chaperone HscB
INHMNHHN_05198	CDS	324	iscA			iron-binding protein IscA
INHMNHHN_05199	CDS	387	iscU			scaffold protein
INHMNHHN_05200	CDS	1215	iscS	2.8.1.7		cysteine desulfurase
INHMNHHN_05201	CDS	492	iscR			HTH-type transcriptional regulator
INHMNHHN_05202	CDS	777	cysE			O-acetylserine synthase
INHMNHHN_05203	CDS	774				methyltransferase
INHMNHHN_05204	CDS	816				type III secretion system regulator SuhB
INHMNHHN_05205	CDS	549				hypothetical protein
INHMNHHN_05206	CDS	921	secF			preprotein translocase subunit SecF
INHMNHHN_05207	CDS	1863	secD_2			preprotein translocase subunit SecD
INHMNHHN_05208	CDS	339				preprotein translocase subunit YajC
INHMNHHN_05209	CDS	1128	tgt	2.4.2.29		queuine tRNA-ribosyltransferase
INHMNHHN_05210	CDS	1044	queA	5.-.-.-		S-adenosylmethionine--tRNA ribosyltransferase-isomerase
INHMNHHN_05211	tRNA	87				tRNA-Leu(caa)
INHMNHHN_05212	CDS	1173				hypothetical protein
INHMNHHN_05213	CDS	564				hypothetical protein
INHMNHHN_05214	CDS	498				hypothetical protein
INHMNHHN_05215	CDS	1047				hypothetical protein
INHMNHHN_05216	CDS	1164				hypothetical protein
INHMNHHN_05217	CDS	1443				hypothetical protein
INHMNHHN_05218	CDS	186				hypothetical protein
INHMNHHN_05219	CDS	792				IS3 family transposase ISPa57
INHMNHHN_05220	CDS	933				hypothetical protein
INHMNHHN_05221	CDS	702				hypothetical protein
INHMNHHN_05222	CDS	423				hypothetical protein
INHMNHHN_05223	CDS	1491				3-octaprenyl-4-hydroxybenzoate carboxy-lyase
INHMNHHN_05224	CDS	465				transcriptional regulator
INHMNHHN_05225	CDS	255				hypothetical protein
INHMNHHN_05226	CDS	642				hypothetical protein
INHMNHHN_05227	CDS	435	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
INHMNHHN_05228	CDS	447				acetyltransferase
INHMNHHN_05229	CDS	867				transcriptional regulator
INHMNHHN_05230	CDS	1185	pobA	1.14.13.2		4-hydroxybenzoate 3-monooxygenase
INHMNHHN_05231	CDS	1506				major facilitator superfamily transporter
INHMNHHN_05232	CDS	447	aroQ2	4.2.1.10		3-dehydroquinate dehydratase
INHMNHHN_05233	CDS	855		1.1.1.25		shikimate 5-dehydrogenase
INHMNHHN_05234	CDS	669				transcriptional regulator
INHMNHHN_05235	CDS	1905				hypothetical protein
INHMNHHN_05236	CDS	1326				major facilitator superfamily transporter
INHMNHHN_05237	CDS	1266				porin
INHMNHHN_05238	CDS	879				hypothetical protein
INHMNHHN_05239	CDS	816				hypothetical protein
INHMNHHN_05240	CDS	1044				oxidoreductase
INHMNHHN_05241	CDS	780				transcriptional regulator
INHMNHHN_05242	CDS	1347	pcaK			4-hydroxybenzoate transporter PcaK
INHMNHHN_05243	CDS	834				hypothetical protein
INHMNHHN_05244	CDS	942				transcriptional regulator
INHMNHHN_05245	CDS	402	pcaC_2			4-carboxymuconolactone decarboxylase
INHMNHHN_05246	CDS	792	pcaD			3-oxoadipate enol-lactonase
INHMNHHN_05247	CDS	1380	pcaB	5.5.1.2		3-carboxy-cis,cis-muconate cycloisomerase
INHMNHHN_05248	CDS	1299	pcaT			dicarboxylic acid transporter PcaT
INHMNHHN_05249	CDS	1206	pcaF			beta-ketoadipyl CoA thiolase
INHMNHHN_05250	CDS	783				CoA transferase subunit B
INHMNHHN_05251	CDS	852				CoA transferase subunit A
INHMNHHN_05252	CDS	540				transcriptional regulator
INHMNHHN_05253	CDS	783				class II aldolase/adducin domain-containing protein
INHMNHHN_05254	CDS	882				dihydrodipicolinate synthetase
INHMNHHN_05255	CDS	1059				ABC transporter
INHMNHHN_05256	CDS	1383				aminotransferase
INHMNHHN_05257	CDS	1434				amino acid APC family transporter
INHMNHHN_05258	CDS	1491				aldehyde dehydrogenase
INHMNHHN_05259	CDS	921				transcriptional regulator
INHMNHHN_05260	CDS	930				transcriptional regulator
INHMNHHN_05261	CDS	765				malonate transporter MadM
INHMNHHN_05262	CDS	405				malonate transporter MadL
INHMNHHN_05263	CDS	933				acyl transferase
INHMNHHN_05264	CDS	693				phosphoribosyl-dephospho-CoA transferase
INHMNHHN_05265	CDS	807	mdcE			malonate decarboxylase subunit gamma
INHMNHHN_05266	CDS	864	mdcD			malonate decarboxylase subunit beta
INHMNHHN_05267	CDS	300	mdcC			malonate decarboxylase acyl carrier protein
INHMNHHN_05268	CDS	882		2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
INHMNHHN_05269	CDS	1665	mdcA			malonate decarboxylase subunit alpha
INHMNHHN_05270	CDS	894				transcriptional regulator
INHMNHHN_05271	CDS	1113				spermidine/putrescine ABC transporter ATP-binding protein
INHMNHHN_05272	CDS	921				ABC transporter permease
INHMNHHN_05273	CDS	810				ABC transporter permease
INHMNHHN_05274	CDS	1035				ABC transporter
INHMNHHN_05275	CDS	777				hypothetical protein
INHMNHHN_05276	CDS	1140				hypothetical protein
INHMNHHN_05277	CDS	1758				hypothetical protein
INHMNHHN_05278	CDS	135				hypothetical protein
INHMNHHN_05279	CDS	1020				oxidoreductase
INHMNHHN_05280	CDS	915	mexT			transcriptional regulator MexT
INHMNHHN_05281	CDS	1245	mexE			resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexE
INHMNHHN_05282	CDS	3189	mexF			resistance-nodulation-cell division (RND) multidrug efflux transporter MexF
INHMNHHN_05283	CDS	1419	oprN_3			multidrug efflux outer membrane protein OprN
INHMNHHN_05284	CDS	516				hypothetical protein
INHMNHHN_05285	CDS	879				transcriptional regulator
INHMNHHN_05286	CDS	633				hypothetical protein
INHMNHHN_05287	CDS	456				deaminase
INHMNHHN_05288	CDS	1227				major facilitator superfamily transporter
INHMNHHN_05289	CDS	168				hypothetical protein
INHMNHHN_05290	CDS	1341				hypothetical protein
INHMNHHN_05291	CDS	1254				hypothetical protein
INHMNHHN_05292	CDS	618				hypothetical protein
INHMNHHN_05293	CDS	1347	opdT			tyrosine porin OpdT
INHMNHHN_05294	CDS	219				hypothetical protein
INHMNHHN_05295	CDS	933	catA			catechol 1,2-dioxygenase
INHMNHHN_05296	CDS	291	catC			muconolactone delta-isomerase
INHMNHHN_05297	CDS	1122	catB			muconate cycloisomerase I
INHMNHHN_05298	CDS	873	catR_3			transcriptional regulator CatR
INHMNHHN_05299	CDS	1002				transcriptional regulator
INHMNHHN_05300	CDS	1395	antA			anthranilate dioxygenase large subunit
INHMNHHN_05301	CDS	492	antB			anthranilate dioxygenase small subunit
INHMNHHN_05302	CDS	1023	antC			anthranilate dioxygenase reductase
INHMNHHN_05303	CDS	762	xylL	1.3.1.25		1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase
INHMNHHN_05304	CDS	1014	xylZ			toluate 1,2-dioxygenase electron transfer subunit
INHMNHHN_05305	CDS	489	xylY			toluate 1,2-dioxygenase subunit beta
INHMNHHN_05306	CDS	1368	xylX			toluate 1,2-dioxygenase subunit alpha
INHMNHHN_05307	CDS	957	xylS			transcriptional regulator XylS
INHMNHHN_05308	CDS	3156	czcA_3			resistance-nodulation-cell division (RND) divalent metal cation efflux transporter CzcA
INHMNHHN_05309	CDS	660	czcB_1			resistance-nodulation-cell division (RND) divalent metal cation efflux membrane fusion protein CzcB
INHMNHHN_05310	CDS	828	czcB_2			resistance-nodulation-cell division (RND) divalent metal cation efflux membrane fusion protein CzcB
INHMNHHN_05311	CDS	1287	czcC			outer membrane protein CzcC
INHMNHHN_05312	CDS	675				two-component response regulator
INHMNHHN_05313	CDS	1419				two-component sensor
INHMNHHN_05314	CDS	255				hypothetical protein
INHMNHHN_05315	CDS	1497	oprM_5			outer membrane protein OprM
INHMNHHN_05316	CDS	3111				resistance-nodulation-cell division (RND) efflux transporter
INHMNHHN_05317	CDS	3132				resistance-nodulation-cell division (RND) efflux transporter
INHMNHHN_05318	CDS	1281				resistance-nodulation-cell division (RND) efflux membrane fusion protein
INHMNHHN_05319	CDS	1434				hypothetical protein
INHMNHHN_05320	CDS	1326				hypothetical protein
INHMNHHN_05321	CDS	1125		2.6.1.9		aminotransferase
INHMNHHN_05322	CDS	498	tpx			2-Cys peroxiredoxin
INHMNHHN_05323	CDS	1350				sodium:alanine symporter
INHMNHHN_05324	CDS	912				transcriptional regulator
INHMNHHN_05325	CDS	996				oxidoreductase
INHMNHHN_05326	CDS	936				phosphatidate cytidylyltransferase
INHMNHHN_05327	CDS	630				acyltransferase
INHMNHHN_05328	CDS	453				hypothetical protein
INHMNHHN_05329	CDS	1350	ynbD		COG0671	putative protein YnbD
INHMNHHN_05330	CDS	1761	ynbC		COG2267	putative protein YnbC
INHMNHHN_05331	CDS	636				CDP-alcohol phosphatidyltransferase
INHMNHHN_05332	CDS	3666	tamB		COG2911	Translocation and assembly module subunit TamB
INHMNHHN_05333	CDS	1740	tamA		COG0729	Translocation and assembly module subunit TamA
INHMNHHN_05334	CDS	633				hypothetical protein
INHMNHHN_05335	CDS	813	xthA	3.1.11.2		exonuclease III
INHMNHHN_05336	CDS	426				ring-cleaving dioxygenase
INHMNHHN_05337	CDS	906				transcriptional regulator
INHMNHHN_05338	CDS	1386				hypothetical protein
INHMNHHN_05339	CDS	1044	alx		COG0861	Putative membrane-bound redox modulator Alx
INHMNHHN_05340	CDS	192				hypothetical protein
INHMNHHN_05341	CDS	1230				acyl-CoA dehydrogenase
INHMNHHN_05342	CDS	933				transcriptional regulator
INHMNHHN_05343	CDS	1128				acyl-CoA dehydrogenase
INHMNHHN_05344	CDS	1191				acyl-CoA thiolase
INHMNHHN_05345	CDS	768				short-chain dehydrogenase
INHMNHHN_05346	CDS	1668				AMP-binding protein
INHMNHHN_05347	CDS	1086				transcriptional regulator
INHMNHHN_05348	CDS	1695				AMP-binding protein
INHMNHHN_05349	CDS	693				transporter
INHMNHHN_05350	CDS	147				hypothetical protein
INHMNHHN_05351	CDS	543				hypothetical protein
INHMNHHN_05352	CDS	231				hypothetical protein
INHMNHHN_05353	CDS	288				hypothetical protein
INHMNHHN_05354	CDS	1617				methyl-accepting chemotaxis protein CtpH
INHMNHHN_05355	CDS	513				hypothetical protein
INHMNHHN_05356	CDS	1488				sulfate transporter
INHMNHHN_05357	CDS	210				hypothetical protein
INHMNHHN_05358	CDS	1764				hypothetical protein
INHMNHHN_05359	CDS	408				hypothetical protein
INHMNHHN_05360	CDS	147				hypothetical protein
INHMNHHN_05361	CDS	369	lecA			PA-I galactophilic lectin
INHMNHHN_05362	tRNA	87				tRNA-Leu(taa)
INHMNHHN_05363	CDS	1377				two-component sensor
INHMNHHN_05364	CDS	1344				two-component response regulator
INHMNHHN_05365	CDS	1608				chemotaxis transducer
INHMNHHN_05366	CDS	1149	alkB1			alkane-1 monooxygenase
INHMNHHN_05367	CDS	603				hypothetical protein
INHMNHHN_05368	CDS	900				hypothetical protein
INHMNHHN_05369	CDS	438				transcriptional regulator
INHMNHHN_05370	CDS	561				acetyltransferase
INHMNHHN_05371	CDS	867	kynA			tryptophan 2,3-dioxygenase
INHMNHHN_05372	CDS	591	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
INHMNHHN_05373	CDS	1041				hypothetical protein
INHMNHHN_05374	tRNA	74				tRNA-Cys(gca)
INHMNHHN_05375	CDS	534	proQ			RNA chaperone ProQ
INHMNHHN_05376	CDS	2886				sensor/response regulator hybrid protein
INHMNHHN_05377	tRNA	76				tRNA-Gly(gcc)
INHMNHHN_05378	CDS	561	pgsA			CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
INHMNHHN_05379	CDS	1761	uvrC			excinuclease ABC subunit C
INHMNHHN_05380	CDS	645	gacA			response regulator GacA
INHMNHHN_05381	CDS	1149	pqsH			2-heptyl-3-hydroxy-4(1H)-quinolone synthase
INHMNHHN_05382	CDS	1029				transcriptional regulator
INHMNHHN_05383	CDS	1215				L-lactate transporter
INHMNHHN_05384	CDS	2655	btuB_7			Vitamin B12 transporter BtuB
INHMNHHN_05385	CDS	807				transcriptional regulator
INHMNHHN_05386	CDS	1104				spermidine/putrescine-binding protein
INHMNHHN_05387	CDS	573	qteE			quorum threshold expression protein QteE
INHMNHHN_05388	CDS	606	ambA_3			protein AmbA
INHMNHHN_05389	CDS	1509	oprN_4			multidrug efflux outer membrane protein OprN
INHMNHHN_05390	CDS	1119				ABC transporter ATP-binding protein/permease
INHMNHHN_05391	CDS	1134				ABC transporter ATP-binding protein/permease
INHMNHHN_05392	CDS	1770	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
INHMNHHN_05393	CDS	1011				secretion protein
INHMNHHN_05394	CDS	651				hypothetical protein
INHMNHHN_05395	CDS	795	pvdG_2			pyoverdine biosynthesis protein PvdG
INHMNHHN_05396	CDS	1494				non-ribosomal peptide synthetase
INHMNHHN_05397	CDS	1134	liuA_2			isovaleryl-CoA dehydrogenase
INHMNHHN_05398	CDS	1638	ctcP_1	1.14.19.49		Tetracycline 7-halogenase
INHMNHHN_05399	CDS	5220				hypothetical protein
INHMNHHN_05400	CDS	7266				hypothetical protein
INHMNHHN_05401	CDS	1350	ctcP_2	1.14.19.49		Tetracycline 7-halogenase
INHMNHHN_05402	CDS	267				hypothetical protein
INHMNHHN_05403	CDS	969				transcriptional regulator
INHMNHHN_05404	CDS	1515	ctcP_3	1.14.19.49		Tetracycline 7-halogenase
INHMNHHN_05405	CDS	1050	rppA	2.3.1.233	COG3424	1,3,6,8-tetrahydroxynaphthalene synthase
INHMNHHN_05406	CDS	960	ssuA_3			Putative aliphatic sulfonates-binding protein
INHMNHHN_05407	CDS	957	ssuA_4			Putative aliphatic sulfonates-binding protein
INHMNHHN_05408	CDS	987	ssuA_5			Putative aliphatic sulfonates-binding protein
INHMNHHN_05409	CDS	1152				acyl-CoA dehydrogenase
INHMNHHN_05410	CDS	1083	msuD_4			methanesulfonate monooxygenase
INHMNHHN_05411	CDS	945	ssuA_6		COG0715	Putative aliphatic sulfonates-binding protein
INHMNHHN_05412	CDS	1089	msuD_5			methanesulfonate monooxygenase
INHMNHHN_05413	CDS	897				transcriptional regulator
INHMNHHN_05414	CDS	606		1.13.11.-	COG5553	3-mercaptopropionate dioxygenase
INHMNHHN_05415	CDS	1584				thiosulfate sulfurtransferase
INHMNHHN_05416	tRNA	90				tRNA-Ser(tga)
INHMNHHN_05417	CDS	669	yccA		COG0670	Modulator of FtsH protease YccA
INHMNHHN_05418	CDS	666	aguR			transcriptional regulator AguR
INHMNHHN_05419	CDS	1062				polyamine binding protein
INHMNHHN_05420	CDS	1377	spuI			glutamine synthetase
INHMNHHN_05421	CDS	753	spuA			glutamine amidotransferase
INHMNHHN_05422	CDS	1359	spuB_2			glutamine synthetase
INHMNHHN_05423	CDS	1371	spuC_2			aminotransferase
INHMNHHN_05424	CDS	1104	spuD			putrescine ABC transporter substrate-binding protein SpuD
INHMNHHN_05425	CDS	1098	spuE			spermidine ABC transporter substrate-binding protein SpuE
INHMNHHN_05426	CDS	1155	spuF			polyamine transporter PotG
INHMNHHN_05427	CDS	912	spuG			polyamine transporter PotH
INHMNHHN_05428	CDS	870	spuH			polyamine transporter PotI
INHMNHHN_05429	CDS	2388	quiP_2			acyl-homoserine lactone acylase QuiP
INHMNHHN_05430	CDS	1053				transcriptional regulator
INHMNHHN_05431	CDS	504				transcriptional regulator
INHMNHHN_05432	CDS	612				hypothetical protein
INHMNHHN_05433	CDS	942	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
INHMNHHN_05434	CDS	753				hypothetical protein
INHMNHHN_05435	CDS	630				hypothetical protein
INHMNHHN_05436	CDS	555				hypothetical protein
INHMNHHN_05437	CDS	90				hypothetical protein
INHMNHHN_05438	CDS	495				hypothetical protein
INHMNHHN_05439	CDS	693				L-cysteine ABC transporter protein YecS
INHMNHHN_05440	CDS	771				L-cysteine ABC transporter protein FliY
INHMNHHN_05441	CDS	438				hypothetical protein
INHMNHHN_05442	CDS	1230	serA			D-3-phosphoglycerate dehydrogenase
INHMNHHN_05443	CDS	1395	glcD_3			glycolate oxidase subunit GlcD
INHMNHHN_05444	CDS	666	ycgM		COG0179	putative protein YcgM
INHMNHHN_05445	CDS	933	yjiK_2		COG3204	putative protein YjiK
INHMNHHN_05446	CDS	351	ygiW		COG3111	Protein YgiW
INHMNHHN_05447	CDS	1035				acetylpolyamine aminohydrolase
INHMNHHN_05448	CDS	1395				transporter
INHMNHHN_05449	CDS	1044				ABC transporter
INHMNHHN_05450	CDS	789				ABC transporter permease
INHMNHHN_05451	CDS	930				ABC transporter permease
INHMNHHN_05452	CDS	1050				ABC transporter ATP-binding protein
INHMNHHN_05453	CDS	930	yjiK_3		COG3204	putative protein YjiK
INHMNHHN_05454	CDS	1977				hypothetical protein
INHMNHHN_05455	CDS	726				transferase
INHMNHHN_05456	CDS	333				hypothetical protein
INHMNHHN_05457	CDS	672	rpiA	5.3.1.6		ribose-5-phosphate isomerase A
INHMNHHN_05458	CDS	1515	ilvA1	4.3.1.19		threonine dehydratase
INHMNHHN_05459	CDS	468				hypothetical protein
INHMNHHN_05460	CDS	1272				hypothetical protein
INHMNHHN_05461	CDS	468				hypothetical protein
INHMNHHN_05462	CDS	1242				major facilitator superfamily transporter
INHMNHHN_05463	CDS	654		3.1.3.-	COG0560	putative phosphatase
INHMNHHN_05464	CDS	480	ygdP	3.6.1.-		RNA pyrophosphohydrolase
INHMNHHN_05465	CDS	2280	ptsP			phosphoenolpyruvate-protein phosphotransferase PtsP
INHMNHHN_05466	CDS	1038				hypothetical protein
INHMNHHN_05467	CDS	756				hypothetical protein
INHMNHHN_05468	CDS	804				hypothetical protein
INHMNHHN_05469	CDS	801	lgt	2.4.99.-		prolipoprotein diacylglyceryl transferase
INHMNHHN_05470	CDS	795	thyA	2.1.1.45		thymidylate synthase
INHMNHHN_05471	CDS	798				hypothetical protein
INHMNHHN_05472	CDS	1380				hypothetical protein
INHMNHHN_05473	CDS	1386				putative membrane protein
INHMNHHN_05474	CDS	363				hypothetical protein
INHMNHHN_05475	CDS	1152	glpQ			glycerophosphoryl diester phosphodiesterase
INHMNHHN_05476	CDS	1092				hypothetical protein
INHMNHHN_05477	CDS	1041				hypothetical protein
INHMNHHN_05478	CDS	507	folA			dihydrofolate reductase
INHMNHHN_05479	CDS	474				hypothetical protein
INHMNHHN_05480	CDS	1386				transporter
INHMNHHN_05481	CDS	1839	ilvD	4.2.1.9		dihydroxy-acid dehydratase
INHMNHHN_05482	CDS	1197	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
INHMNHHN_05483	CDS	540	pfpI_2			protease PfpI
INHMNHHN_05484	CDS	879				hypothetical protein
INHMNHHN_05485	CDS	813	mutM	3.2.2.23		formamidopyrimidine-DNA glycosylase
INHMNHHN_05486	CDS	579				hypothetical protein
INHMNHHN_05487	CDS	345				hypothetical protein
INHMNHHN_05488	CDS	987				hypothetical protein
INHMNHHN_05489	CDS	1734				gamma-glutamyltranspeptidase
INHMNHHN_05490	CDS	252	fdx1			4Fe-4S ferredoxin
INHMNHHN_05491	CDS	480	coaD	2.7.7.3		phosphopantetheine adenylyltransferase
INHMNHHN_05492	CDS	1596				oxidoreductase
INHMNHHN_05493	CDS	549				hypothetical protein
INHMNHHN_05494	CDS	1431				coniferyl aldehyde dehydrogenase
INHMNHHN_05495	CDS	648				transcriptional regulator
INHMNHHN_05496	CDS	411				acetyltransferase
INHMNHHN_05497	CDS	999				hypothetical protein
INHMNHHN_05498	CDS	567				hypothetical protein
INHMNHHN_05499	CDS	369	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
INHMNHHN_05500	CDS	489	phzB1			phenazine biosynthesis protein
INHMNHHN_05501	CDS	489	phzA1			phenazine biosynthesis protein
INHMNHHN_05502	CDS	1005	phzM			phenazine-specific methyltransferase
INHMNHHN_05503	CDS	1464	oprN_5			multidrug efflux outer membrane protein OprN
INHMNHHN_05504	CDS	3090	mexI			resistance-nodulation-cell division (RND) efflux transporter
INHMNHHN_05505	CDS	1113	mexH			resistance-nodulation-cell division (RND) efflux membrane fusion protein
INHMNHHN_05506	CDS	447				hypothetical protein
INHMNHHN_05507	CDS	1167	ppgL			gluconolactonase PpgL
INHMNHHN_05508	CDS	855				transcriptional regulator
INHMNHHN_05509	CDS	1056				nitronate monooxygenase
INHMNHHN_05510	CDS	1041	ddlA			D-alanine--D-alanine ligase
INHMNHHN_05511	CDS	867	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
INHMNHHN_05512	CDS	1782				acyl-CoA dehydrogenase
INHMNHHN_05513	CDS	1623				acyl-CoA synthetase
INHMNHHN_05514	CDS	2277	bfiS			protein BfiS
INHMNHHN_05515	CDS	645	bfiR			protein BfiR
INHMNHHN_05516	CDS	831				ABC transporter
INHMNHHN_05517	CDS	699				ABC transporter permease
INHMNHHN_05518	CDS	705				ABC transporter permease
INHMNHHN_05519	CDS	744				ABC transporter ATP-binding protein
INHMNHHN_05520	CDS	1005				iron/ascorbate oxidoreductase
INHMNHHN_05521	CDS	1197	pqsL			monooxygenase
INHMNHHN_05522	CDS	1491				aldehyde dehydrogenase
INHMNHHN_05523	CDS	912				dihydrodipicolinate synthetase
INHMNHHN_05524	CDS	1329				major facilitator superfamily transporter
INHMNHHN_05525	CDS	1320				oxidoreductase
INHMNHHN_05526	CDS	729				transcriptional regulator
INHMNHHN_05527	CDS	1023				transcriptional regulator
INHMNHHN_05528	CDS	423				hypothetical protein
INHMNHHN_05529	CDS	639	paiB		COG2808	Protease synthase and sporulation protein PAI 2
INHMNHHN_05530	CDS	720				hypothetical protein
INHMNHHN_05531	CDS	1644				acetolactate synthase
INHMNHHN_05532	CDS	1296				porin
INHMNHHN_05533	CDS	744				hypothetical protein
INHMNHHN_05534	CDS	402				hypothetical protein
INHMNHHN_05535	CDS	282	ppiC2			peptidyl-prolyl cis-trans isomerase C2
INHMNHHN_05536	CDS	1389	piv			endopeptidase IV
INHMNHHN_05537	CDS	924				transcriptional regulator
INHMNHHN_05538	CDS	399	yjgH		COG0251	RutC family protein YjgH
INHMNHHN_05539	CDS	801				nuclease
INHMNHHN_05540	CDS	564				protease
INHMNHHN_05541	CDS	888				hypothetical protein
INHMNHHN_05542	CDS	429	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
INHMNHHN_05543	CDS	2409	fpvB			second ferric pyoverdine receptor FpvB
INHMNHHN_05544	CDS	819		1.1.1.274		2,5-diketo-D-gluconate reductase B
INHMNHHN_05545	CDS	459				acetyltransferase
INHMNHHN_05546	CDS	1491				transcriptional regulator
INHMNHHN_05547	CDS	327				hypothetical protein
INHMNHHN_05548	CDS	1710		3.5.1.4		amidase
INHMNHHN_05549	CDS	717				short-chain dehydrogenase
INHMNHHN_05550	CDS	1032	fepG			ferric enterobactin transporter FepG
INHMNHHN_05551	CDS	1023	fepD			ferric enterobactin transporter FepD
INHMNHHN_05552	CDS	906	fepB			iron-enterobactin transporter periplasmic binding protein
INHMNHHN_05553	CDS	798	fepC			ferric enterobactin transporter FepC
INHMNHHN_05554	CDS	819				transcriptional regulator
INHMNHHN_05555	CDS	2085				TonB-dependent receptor
INHMNHHN_05556	CDS	1308	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
